number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_gamma,params_kernel,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_nu,params_tol,state
0,0.04040404040404041,2026-04-18 17:12:26.806974,2026-04-18 17:12:26.815451,0 days 00:00:00.008477,,0.0021852986613813824,,,23.0,,LOF,,,21.0,,,COMPLETE
1,0.09009009009009009,2026-04-18 17:12:26.815577,2026-04-18 17:12:27.280037,0 days 00:00:00.464460,,0.12900672532880805,,,,0.5274034664069657,IForest,,350.0,,,,COMPLETE
2,0.0,2026-04-18 17:12:27.280247,2026-04-18 17:12:27.284344,0 days 00:00:00.004097,0.3253338026250708,0.008708668905847936,,,,,HBOS,15.0,,,,0.21159508852163347,COMPLETE
3,0.0,2026-04-18 17:12:27.284548,2026-04-18 17:12:27.287633,0 days 00:00:00.003085,0.3165865559879191,0.0027196209124940936,,,,,HBOS,23.0,,,,0.13716033017599819,COMPLETE
4,0.08362369337979095,2026-04-18 17:12:27.287847,2026-04-18 17:12:27.290872,0 days 00:00:00.003025,0.18707619612801682,0.12627094381908754,,,,,HBOS,34.0,,,,0.1781376912051071,COMPLETE
5,0.039603960396039604,2026-04-18 17:12:27.291008,2026-04-18 17:12:27.813155,0 days 00:00:00.522147,,0.0011880440954237588,,,,0.5552679889600102,IForest,,373.0,,,,COMPLETE
6,0.0392156862745098,2026-04-18 17:12:27.813359,2026-04-18 17:12:28.384327,0 days 00:00:00.570968,,0.0025249929209194928,,,,0.8650796940166687,IForest,,391.0,,,,COMPLETE
7,0.02,2026-04-18 17:12:28.384513,2026-04-18 17:12:28.580120,0 days 00:00:00.195607,,0.0015580011008764533,,,,0.4271363733463229,IForest,,158.0,,,,COMPLETE
8,0.0,2026-04-18 17:12:28.580294,2026-04-18 17:12:28.583215,0 days 00:00:00.002921,0.2942132374212118,0.005974860857012641,,,,,HBOS,15.0,,,,0.21273937997981013,COMPLETE
9,0.0,2026-04-18 17:12:28.583338,2026-04-18 17:12:28.761492,0 days 00:00:00.178154,,0.002706596136940912,0.08241925264876443,sigmoid,,,OCSVM,,,,0.2856743641005707,,COMPLETE
10,0.04895104895104895,2026-04-18 17:12:28.761673,2026-04-18 17:12:28.784142,0 days 00:00:00.022469,,0.10707142319043285,0.00012738199266969165,rbf,,,OCSVM,,,,0.017005131489779723,,COMPLETE
11,0.07365439093484419,2026-04-18 17:12:28.784260,2026-04-18 17:12:28.807615,0 days 00:00:00.023355,,0.13874968155744727,,,77.0,,LOF,,,78.0,,,COMPLETE
12,0.0875,2026-04-18 17:12:28.807852,2026-04-18 17:12:29.211226,0 days 00:00:00.403374,,0.04303691834216673,,,,0.6774067518529873,IForest,,276.0,,,,COMPLETE
13,0.06493506493506493,2026-04-18 17:12:29.211406,2026-04-18 17:12:29.598460,0 days 00:00:00.387054,,0.04033236912155316,,,,0.6826083120093148,IForest,,278.0,,,,COMPLETE
14,0.04195804195804196,2026-04-18 17:12:29.598630,2026-04-18 17:12:29.998513,0 days 00:00:00.399883,,0.03463463119950873,,,,0.6571076840291458,IForest,,286.0,,,,COMPLETE
15,0.0641025641025641,2026-04-18 17:12:29.998720,2026-04-18 17:12:30.419502,0 days 00:00:00.420782,,0.044540350791808285,,,,0.5043849585282968,IForest,,313.0,,,,COMPLETE
16,0.04411764705882353,2026-04-18 17:12:30.419677,2026-04-18 17:12:30.723253,0 days 00:00:00.303576,,0.021892009482897955,,,,0.8402650704330421,IForest,,203.0,,,,COMPLETE
17,0.07692307692307693,2026-04-18 17:12:30.723444,2026-04-18 17:12:31.186815,0 days 00:00:00.463371,,0.06763518517323146,,,,0.5960708991245178,IForest,,330.0,,,,COMPLETE
18,0.032,2026-04-18 17:12:31.187016,2026-04-18 17:12:31.208296,0 days 00:00:00.021280,,0.019130910043682735,,,49.0,,LOF,,,64.0,,,COMPLETE
19,0.031578947368421054,2026-04-18 17:12:31.208482,2026-04-18 17:12:31.473489,0 days 00:00:00.265007,,0.07221958701173777,0.6506868950679556,sigmoid,,,OCSVM,,,,0.39929935404010547,,COMPLETE
20,0.07655502392344497,2026-04-18 17:12:31.473723,2026-04-18 17:12:31.830714,0 days 00:00:00.356991,,0.07092767401602608,,,,0.7528076394894325,IForest,,233.0,,,,COMPLETE
21,0.05555555555555555,2026-04-18 17:12:31.830922,2026-04-18 17:12:31.839384,0 days 00:00:00.008462,0.061254055772295146,0.1285936882579529,,,,,HBOS,38.0,,,,0.866525811965069,COMPLETE
22,0.058823529411764705,2026-04-18 17:12:31.839571,2026-04-18 17:12:31.847955,0 days 00:00:00.008384,0.11445770935577688,0.08646042791211644,,,,,HBOS,38.0,,,,0.4917051049256581,COMPLETE
23,0.032,2026-04-18 17:12:31.848206,2026-04-18 17:12:31.856673,0 days 00:00:00.008467,0.4760622168861035,0.02302653614166952,,,,,HBOS,28.0,,,,0.4726030149617704,COMPLETE
24,0.047619047619047616,2026-04-18 17:12:31.856875,2026-04-18 17:12:32.298974,0 days 00:00:00.442099,,0.053113357308195525,,,,0.40893720502437325,IForest,,347.0,,,,COMPLETE
25,0.023809523809523808,2026-04-18 17:12:32.299172,2026-04-18 17:12:32.308419,0 days 00:00:00.009247,0.17822488464673092,0.13800976835608958,,,,,HBOS,5.0,,,,0.7511949644622655,COMPLETE
26,0.1897810218978102,2026-04-18 17:12:32.308564,2026-04-18 17:12:32.322241,0 days 00:00:00.013677,,0.029573543718858043,,,78.0,,LOF,,,12.0,,,COMPLETE
27,0.09836065573770492,2026-04-18 17:12:32.322426,2026-04-18 17:12:32.335681,0 days 00:00:00.013255,,0.013913564748486342,,,79.0,,LOF,,,10.0,,,COMPLETE
28,0.09836065573770492,2026-04-18 17:12:32.335861,2026-04-18 17:12:32.349099,0 days 00:00:00.013238,,0.012498968707439257,,,80.0,,LOF,,,10.0,,,COMPLETE
29,0.08333333333333333,2026-04-18 17:12:32.349237,2026-04-18 17:12:32.361969,0 days 00:00:00.012732,,0.011082493900760285,,,80.0,,LOF,,,11.0,,,COMPLETE
