number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_gamma,params_kernel,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_nu,params_tol,state
0,0.04613841524573721,2026-04-18 16:25:06.628836,2026-04-18 16:25:07.348360,0 days 00:00:00.719524,,0.0021852986613813824,,,23.0,,LOF,,,21.0,,,COMPLETE
1,0.23025919228450875,2026-04-18 16:25:07.348563,2026-04-18 16:25:10.215991,0 days 00:00:02.867428,,0.12900672532880805,,,,0.5274034664069657,IForest,,350.0,,,,COMPLETE
2,0.045004500450045004,2026-04-18 16:25:10.216162,2026-04-18 16:25:11.140553,0 days 00:00:00.924391,0.3253338026250708,0.008708668905847936,,,,,HBOS,15.0,,,,0.21159508852163347,COMPLETE
3,0.024024024024024024,2026-04-18 16:25:11.140739,2026-04-18 16:25:11.170505,0 days 00:00:00.029766,0.3165865559879191,0.0027196209124940936,,,,,HBOS,23.0,,,,0.13716033017599819,COMPLETE
4,0.13445378151260504,2026-04-18 16:25:11.170650,2026-04-18 16:25:11.201171,0 days 00:00:00.030521,0.18707619612801682,0.12627094381908754,,,,,HBOS,34.0,,,,0.1781376912051071,COMPLETE
5,0.02040816326530612,2026-04-18 16:25:11.201340,2026-04-18 16:25:14.266717,0 days 00:00:03.065377,,0.0011880440954237588,,,,0.5552679889600102,IForest,,373.0,,,,COMPLETE
6,0.04771371769383698,2026-04-18 16:25:14.266900,2026-04-18 16:25:18.223306,0 days 00:00:03.956406,,0.0025249929209194928,,,,0.8650796940166687,IForest,,391.0,,,,COMPLETE
7,0.0163098878695209,2026-04-18 16:25:18.223489,2026-04-18 16:25:19.450782,0 days 00:00:01.227293,,0.0015580011008764533,,,,0.4271363733463229,IForest,,158.0,,,,COMPLETE
8,0.02827521206409048,2026-04-18 16:25:19.450974,2026-04-18 16:25:19.478659,0 days 00:00:00.027685,0.2942132374212118,0.005974860857012641,,,,,HBOS,15.0,,,,0.21273937997981013,COMPLETE
9,0.0160481444332999,2026-04-18 16:25:19.478814,2026-04-18 16:25:46.506024,0 days 00:00:27.027210,,0.002706596136940912,0.08241925264876443,sigmoid,,,OCSVM,,,,0.2856743641005707,,COMPLETE
