number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_tol,state
0,0.028409090909090908,2026-04-18 17:59:19.126173,2026-04-18 17:59:19.198411,0 days 00:00:00.072238,,0.002285325525633921,71.0,,LOF,,,10.0,,COMPLETE
1,0.006425083526085839,2026-04-18 17:59:19.198597,2026-04-18 17:59:19.218061,0 days 00:00:00.019464,,0.0030803400529839683,,,COPOD,,,,,COMPLETE
2,0.00639386189258312,2026-04-18 17:59:19.218241,2026-04-18 17:59:19.237995,0 days 00:00:00.019754,,0.004678719265016202,,,COPOD,,,,,COMPLETE
3,0.16497198588918863,2026-04-18 17:59:19.238190,2026-04-18 17:59:19.796275,0 days 00:00:00.558085,,0.06407866261851013,,0.6599641068895281,IForest,,80.0,,,COMPLETE
4,0.11711430356027483,2026-04-18 17:59:19.796479,2026-04-18 17:59:19.806337,0 days 00:00:00.009858,0.40611470057706595,0.15255065745117377,,,HBOS,49.0,,,0.30892170379736505,COMPLETE
5,0.0,2026-04-18 17:59:19.806511,2026-04-18 17:59:20.067581,0 days 00:00:00.261070,,0.0011998556988857205,28.0,,LOF,,,92.0,,COMPLETE
6,0.24041964155617077,2026-04-18 17:59:20.067778,2026-04-18 17:59:21.287960,0 days 00:00:01.220182,,0.17023282716867383,,0.9576492590949324,IForest,,167.0,,,COMPLETE
7,0.0038920601971977166,2026-04-18 17:59:21.288162,2026-04-18 17:59:21.297914,0 days 00:00:00.009752,0.2004518719478462,0.0012707770074499693,,,HBOS,19.0,,,0.28064667700781154,COMPLETE
8,0.19919517102615694,2026-04-18 17:59:21.298194,2026-04-18 17:59:21.768048,0 days 00:00:00.469854,,0.07012604000905368,,0.990820855620362,IForest,,61.0,,,COMPLETE
9,0.056022408963585436,2026-04-18 17:59:21.768256,2026-04-18 17:59:21.788470,0 days 00:00:00.020214,,0.04758470274910409,,,COPOD,,,,,COMPLETE
10,0.01724987678659438,2026-04-18 17:59:21.788643,2026-04-18 17:59:21.810591,0 days 00:00:00.021948,,0.012278360049275504,,,ECOD,,,,,COMPLETE
11,0.23840579710144927,2026-04-18 17:59:21.810820,2026-04-18 17:59:23.143194,0 days 00:00:01.332374,,0.1743059612198183,,0.9562129194904898,IForest,,181.0,,,COMPLETE
12,0.23400601116358952,2026-04-18 17:59:23.143393,2026-04-18 17:59:24.471176,0 days 00:00:01.327783,,0.17998506335222095,,0.997051699031053,IForest,,192.0,,,COMPLETE
13,0.07356488181379643,2026-04-18 17:59:24.471391,2026-04-18 17:59:25.714892,0 days 00:00:01.243501,,0.024527898153562742,,0.7736713234533222,IForest,,181.0,,,COMPLETE
14,0.14732630047289924,2026-04-18 17:59:25.715091,2026-04-18 17:59:26.727479,0 days 00:00:01.012388,,0.09936984958228698,,0.34597217662356505,IForest,,152.0,,,COMPLETE
15,0.030352556619192155,2026-04-18 17:59:26.727701,2026-04-18 17:59:26.749023,0 days 00:00:00.021322,,0.027421114385917815,,,ECOD,,,,,COMPLETE
16,0.026468364003024956,2026-04-18 17:59:26.749245,2026-04-18 17:59:27.759053,0 days 00:00:01.009808,,0.008603601957366596,,0.8269207755765879,IForest,,141.0,,,COMPLETE
17,0.24675145147912636,2026-04-18 17:59:27.759246,2026-04-18 17:59:28.936451,0 days 00:00:01.177205,,0.1942987161861178,,0.9124072274075682,IForest,,166.0,,,COMPLETE
18,0.11860028182245186,2026-04-18 17:59:28.936667,2026-04-18 17:59:29.720934,0 days 00:00:00.784267,,0.033162620931752464,,0.807450072974341,IForest,,111.0,,,COMPLETE
19,0.2918836805555556,2026-04-18 17:59:29.721155,2026-04-18 17:59:29.862770,0 days 00:00:00.141615,,0.10221540528889135,14.0,,LOF,,,44.0,,COMPLETE
20,0.28607755880483154,2026-04-18 17:59:29.862963,2026-04-18 17:59:30.024637,0 days 00:00:00.161674,,0.09535757182701664,10.0,,LOF,,,49.0,,COMPLETE
21,0.2892561983471074,2026-04-18 17:59:30.024833,2026-04-18 17:59:30.167548,0 days 00:00:00.142715,,0.09478771920570934,14.0,,LOF,,,46.0,,COMPLETE
22,0.2869116698903933,2026-04-18 17:59:30.167762,2026-04-18 17:59:30.320337,0 days 00:00:00.152575,,0.09394695496010873,10.0,,LOF,,,47.0,,COMPLETE
23,0.2892561983471074,2026-04-18 17:59:30.320546,2026-04-18 17:59:30.458529,0 days 00:00:00.137983,,0.04752635749671375,12.0,,LOF,,,46.0,,COMPLETE
24,0.290913052952713,2026-04-18 17:59:30.458729,2026-04-18 17:59:30.583813,0 days 00:00:00.125084,,0.045484192898183826,23.0,,LOF,,,41.0,,COMPLETE
25,0.21797369702873842,2026-04-18 17:59:30.584006,2026-04-18 17:59:30.686027,0 days 00:00:00.102021,,0.014453863934911035,40.0,,LOF,,,28.0,,COMPLETE
