city,column,fraction_pct,rows_given,n_fit_points,max_n_seen,beta_pure,r2_pure,pred_pure_s,err_pure_pct,c_overhead,beta_oh,r2_oh,pred_oh_s,err_oh_pct,actual_full_s,detector
london,temperature_2m,25,5088,7,5000,0.7972420417868588,0.9920777555955281,0.35138466975981214,41.65922417037181,0.00045377260388880687,1.0924081236921193,0.9979908690139496,0.5261989416186037,12.63462200629676,0.6022968751494773,LOF
london,temperature_2m,50,10176,11,10000,0.8723456474828093,0.9915787851678676,0.43164314901767764,28.333822268204027,0.0004290907846652135,1.0913258281569154,0.9989858823327554,0.5341785512741971,11.30975880596668,0.6022968751494773,LOF
london,temperature_2m,75,15264,14,15000,0.9178260903480734,0.9903466208560427,0.48196336777813953,19.97910205685087,0.0006737860679739348,1.2084171248223439,0.9991732193774728,0.5848522276172993,2.8963536508218852,0.6022968751494773,LOF
london,temperature_2m,100,20352,17,20352,0.9551961105526751,0.9893394553202952,0.5239317760343276,13.011041954302213,0.0008179905372845823,1.2663527455884263,0.9994690847215607,0.6023606433711334,0.010587506641177157,0.6022968751494773,LOF
london,apparent_temperature,25,5088,7,5000,0.8136631992456675,0.990289796564079,0.36099577669103794,37.92846164501733,0.00011360416360014846,0.8934387182117576,0.9911839126738462,0.4087230993039635,29.721971355009497,0.5815801996504888,LOF
london,apparent_temperature,50,10176,11,10000,0.8655612153923542,0.9936013735946883,0.41611404516529216,28.451132721615448,0.00031930558795446477,1.0167236279256726,0.998098407863307,0.48115512942923083,17.267621951643168,0.5815801996504888,LOF
london,apparent_temperature,75,15264,14,15000,0.9086637209538537,0.9919152657419,0.4619624668131084,20.567710680189403,0.0007013116528972881,1.197094696411821,0.9982895624028322,0.5545810484869171,4.642377986698525,0.5815801996504888,LOF
london,apparent_temperature,100,20352,17,20352,0.9439341557584152,0.9906432121442248,0.49975771424550675,14.068994345776348,0.0008902025626609376,1.2703042917613934,0.9988742800881815,0.5728840361346729,1.4952647151746352,0.5815801996504888,LOF
london,precipitation,25,5088,7,5000,1.6952869663990642,0.994704106132216,12.237023981883532,35.849293147645334,0.0003827165970884229,1.9104570862260146,0.9993267609610335,17.996850255786192,5.654294154046359,19.075431249802932,LOF
london,precipitation,50,10176,11,10000,1.7719820734212826,0.9963578457353123,15.0707548449826,20.993897083515233,0.0011884455157140743,1.9940338075382817,0.9994900912799228,19.400297523372167,1.7030612273711585,19.075431249802932,LOF
london,precipitation,75,15264,14,15000,1.8013306213480678,0.9971973993929503,16.1858380534923,15.148245711826227,2.3746299331195018e-07,1.8745568838640467,0.9997679581725833,17.72619484530621,7.073163310583933,19.075431249802932,LOF
london,precipitation,100,20352,17,20352,1.831098607151398,0.9972983078036942,17.301915380505406,9.297382827535541,0.002754117502328816,2.024756108651997,0.9993503079253919,19.183391187831532,0.5659632886659718,19.075431249802932,LOF
london,surface_pressure,25,5088,7,5000,0.37947256011156527,0.9122445378462224,0.034112840421890125,50.174483854145905,0.00032850862819888677,1.1465933724728636,0.9936868672690556,0.07801648894731075,13.951573120620758,0.06846460019005463,ECOD
london,surface_pressure,50,10176,11,10000,0.4899444778701747,0.9392144366586606,0.04609902118689117,32.667362317281665,0.0003153712796555611,1.0642320379895531,0.9987613811762531,0.07071557557298505,3.287794534229112,0.06846460019005463,ECOD
london,surface_pressure,75,15264,14,15000,0.547475243391839,0.9480827077911808,0.05301185341220881,22.57041848626836,0.0003011391297487327,1.0187080337807155,0.9994106650336587,0.0685493692481234,0.12381443524603028,0.06846460019005463,ECOD
london,surface_pressure,100,20352,17,20352,0.5883211812044964,0.9541604546612409,0.05807102886157751,15.180942121366423,0.0002997272520038086,1.012619938814516,0.999527135255431,0.06819277916897999,0.3970241852286759,0.06846460019005463,ECOD
london,soil_temperature_7_to_28cm,25,5088,7,5000,0.8117650729134472,0.99091363190472,0.35810889438570004,41.441520028270496,0.0003586122408032706,1.0352918438406173,0.9960675986323853,0.48587333881379613,20.549294849178235,0.6115406249591615,LOF
london,soil_temperature_7_to_28cm,50,10176,11,10000,0.888614758614492,0.9909833741959057,0.4418323261435756,27.750944399960183,0.0004535931475562117,1.1234980917621344,0.9985672852547085,0.5540412191059312,9.40238530466722,0.6115406249591615,LOF
london,soil_temperature_7_to_28cm,75,15264,14,15000,0.93197932353688,0.9903550865716113,0.4907066973391527,19.75893713162197,0.0006740375268752457,1.2253572415693523,0.9987564119215749,0.595937687449525,2.5514147176532123,0.6115406249591615,LOF
london,soil_temperature_7_to_28cm,100,20352,17,20352,0.9686593618578789,0.9895709845862918,0.5325978722982061,12.90883212643922,0.0008058793223850325,1.2778388236506049,0.9993119286820475,0.6115888431581392,0.00788470904625806,0.6115406249591615,LOF
london,soil_moisture_7_to_28cm,25,5088,7,5000,0.8209837174673004,0.9945261745937447,0.36697301135707333,42.865977607064416,0.00029902016845839295,1.0097912670920486,0.9987260611684,0.4774746156076627,25.661984571278477,0.6423020749934949,LOF
london,soil_moisture_7_to_28cm,50,10176,11,10000,0.9054800928779311,0.9912794893684715,0.46222250208675764,28.03658588656452,0.0005403919694110935,1.1922187930081043,0.9985349512391689,0.6073363818091004,5.443808224463319,0.6423020749934949,LOF
