number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.020242914979757085,2026-05-24 11:22:58.587016,2026-05-24 11:23:00.750721,0 days 00:00:02.163705,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0,2026-05-24 11:23:00.750800,2026-05-24 11:23:00.778530,0 days 00:00:00.027730,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.018214936247723135,2026-05-24 11:23:00.778576,2026-05-24 11:23:00.787432,0 days 00:00:00.008856,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.025974025974025976,2026-05-24 11:23:00.787477,2026-05-24 11:23:01.885664,0 days 00:00:01.098187,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.022222222222222223,2026-05-24 11:23:01.885743,2026-05-24 11:23:01.993478,0 days 00:00:00.107735,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-24 11:23:01.993552,2026-05-24 11:23:02.020054,0 days 00:00:00.026502,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.0,2026-05-24 11:23:02.020098,2026-05-24 11:23:02.030443,0 days 00:00:00.010345,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.03496503496503497,2026-05-24 11:23:02.030488,2026-05-24 11:23:03.204943,0 days 00:00:01.174455,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.02109704641350211,2026-05-24 11:23:03.205024,2026-05-24 11:23:03.311456,0 days 00:00:00.106432,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.01730103806228374,2026-05-24 11:23:03.311521,2026-05-24 11:23:03.530657,0 days 00:00:00.219136,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 11:23:03.530740,2026-05-24 11:23:05.069600,0 days 00:00:01.538860,leaky_relu,256.0,0.001454180104792578,86.0,,,12.0,0.0014138916628611978,VAE,2.0,,COMPLETE
11,0.008130081300813009,2026-05-24 11:23:05.069684,2026-05-24 11:23:06.219800,0 days 00:00:01.150116,elu,256.0,0.18149865274867805,65.0,,,16.0,0.00039050326156706905,AE,3.0,,COMPLETE
12,0.0,2026-05-24 11:23:06.219882,2026-05-24 11:23:07.284040,0 days 00:00:01.064158,elu,256.0,0.0031716673470678675,61.0,,,13.0,0.0004913460742665327,AE,3.0,,COMPLETE
13,0.038461538461538464,2026-05-24 11:23:07.284120,2026-05-24 11:23:08.222928,0 days 00:00:00.938808,relu,256.0,0.0050187419846600394,76.0,,,13.0,0.00010110693868786099,AE,2.0,,COMPLETE
14,0.0,2026-05-24 11:23:08.223008,2026-05-24 11:23:09.577104,0 days 00:00:01.354096,relu,256.0,0.0035960452371579777,77.0,,,10.0,0.001528038328138533,VAE,2.0,,COMPLETE
