number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0,2026-05-24 11:23:10.937533,2026-05-24 11:23:13.106031,0 days 00:00:02.168498,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0,2026-05-24 11:23:13.106110,2026-05-24 11:23:13.131999,0 days 00:00:00.025889,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.0,2026-05-24 11:23:13.132057,2026-05-24 11:23:13.140220,0 days 00:00:00.008163,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.01529051987767584,2026-05-24 11:23:13.140266,2026-05-24 11:23:14.229016,0 days 00:00:01.088750,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0,2026-05-24 11:23:14.229100,2026-05-24 11:23:14.337911,0 days 00:00:00.108811,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-24 11:23:14.337984,2026-05-24 11:23:14.362687,0 days 00:00:00.024703,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.0,2026-05-24 11:23:14.362743,2026-05-24 11:23:14.378121,0 days 00:00:00.015378,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-24 11:23:14.378171,2026-05-24 11:23:15.556601,0 days 00:00:01.178430,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.0,2026-05-24 11:23:15.556684,2026-05-24 11:23:15.660737,0 days 00:00:00.104053,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.0,2026-05-24 11:23:15.660800,2026-05-24 11:23:15.872180,0 days 00:00:00.211380,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 11:23:15.872257,2026-05-24 11:23:16.803802,0 days 00:00:00.931545,elu,256.0,0.0010322851929145003,54.0,,,12.0,0.0024015639024822476,AE,3.0,,COMPLETE
11,0.014299332697807437,2026-05-24 11:23:16.803883,2026-05-24 11:23:20.548709,0 days 00:00:03.744826,elu,128.0,0.19636716167443305,100.0,,,4.0,0.0001169558442567087,VAE,3.0,,COMPLETE
12,0.01452081316553727,2026-05-24 11:23:20.548789,2026-05-24 11:23:22.260302,0 days 00:00:01.711513,elu,128.0,0.19895346387822435,61.0,,,4.0,0.00010348533987754031,AE,3.0,,COMPLETE
13,0.015321756894790603,2026-05-24 11:23:22.260384,2026-05-24 11:23:23.835842,0 days 00:00:01.575458,leaky_relu,128.0,0.19473411972143506,56.0,,,9.0,0.0004079322904791553,AE,3.0,,COMPLETE
14,0.016233766233766232,2026-05-24 11:23:23.835921,2026-05-24 11:23:24.494065,0 days 00:00:00.658144,leaky_relu,256.0,0.08725660060472247,57.0,,,10.0,0.0005643618599765438,AE,2.0,,COMPLETE
