number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.36637931034482757,2026-05-24 11:23:25.461769,2026-05-24 11:23:27.618055,0 days 00:00:02.156286,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.6481481481481481,2026-05-24 11:23:27.618134,2026-05-24 11:23:27.656875,0 days 00:00:00.038741,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.20334928229665072,2026-05-24 11:23:27.656920,2026-05-24 11:23:27.665896,0 days 00:00:00.008976,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.08121827411167512,2026-05-24 11:23:27.665940,2026-05-24 11:23:28.769265,0 days 00:00:01.103325,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.4187192118226601,2026-05-24 11:23:28.769344,2026-05-24 11:23:28.876836,0 days 00:00:00.107492,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.9195402298850575,2026-05-24 11:23:28.876909,2026-05-24 11:23:28.915159,0 days 00:00:00.038250,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.13349514563106796,2026-05-24 11:23:28.915203,2026-05-24 11:23:28.928687,0 days 00:00:00.013484,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.7657657657657657,2026-05-24 11:23:28.928735,2026-05-24 11:23:30.102122,0 days 00:00:01.173387,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.397196261682243,2026-05-24 11:23:30.102201,2026-05-24 11:23:30.208928,0 days 00:00:00.106727,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.3125,2026-05-24 11:23:30.208986,2026-05-24 11:23:30.420541,0 days 00:00:00.211555,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.8024691358024691,2026-05-24 11:23:30.420617,2026-05-24 11:23:30.478529,0 days 00:00:00.057912,,,0.0014512493598463222,,scale,,,,OCSVM,,0.025971706863207364,COMPLETE
11,0.5844155844155844,2026-05-24 11:23:30.478580,2026-05-24 11:23:30.540065,0 days 00:00:00.061485,,,0.0012277440743282356,,scale,,,,OCSVM,,0.02806056271395425,COMPLETE
12,0.8536585365853658,2026-05-24 11:23:30.540122,2026-05-24 11:23:30.841209,0 days 00:00:00.301087,,,0.0019474330505554252,,scale,,,,OCSVM,,0.1773196662900432,COMPLETE
13,0.9770114942528736,2026-05-24 11:23:30.841261,2026-05-24 11:23:31.111636,0 days 00:00:00.270375,,,0.003338564498306404,,scale,,,,OCSVM,,0.1600496799772316,COMPLETE
14,0.9195402298850575,2026-05-24 11:23:31.111690,2026-05-24 11:23:31.141874,0 days 00:00:00.030184,,,0.00396961854417642,,scale,,,,OCSVM,,0.0010708093822066611,COMPLETE
