number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0,2026-05-24 11:17:56.251161,2026-05-24 11:17:58.403212,0 days 00:00:02.152051,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0,2026-05-24 11:17:58.403294,2026-05-24 11:17:58.424456,0 days 00:00:00.021162,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.0,2026-05-24 11:17:58.424505,2026-05-24 11:17:58.432616,0 days 00:00:00.008111,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.02420135527589545,2026-05-24 11:17:58.432662,2026-05-24 11:17:59.520990,0 days 00:00:01.088328,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0,2026-05-24 11:17:59.521072,2026-05-24 11:17:59.628324,0 days 00:00:00.107252,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-24 11:17:59.628402,2026-05-24 11:17:59.650058,0 days 00:00:00.021656,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.0,2026-05-24 11:17:59.650103,2026-05-24 11:17:59.664366,0 days 00:00:00.014263,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-24 11:17:59.664411,2026-05-24 11:18:00.837118,0 days 00:00:01.172707,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.0,2026-05-24 11:18:00.837198,2026-05-24 11:18:00.940266,0 days 00:00:00.103068,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.0,2026-05-24 11:18:00.940328,2026-05-24 11:18:01.150408,0 days 00:00:00.210080,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 11:18:01.150489,2026-05-24 11:18:02.094365,0 days 00:00:00.943876,elu,256.0,0.0010322851929145003,54.0,,,12.0,0.0024015639024822476,AE,3.0,,COMPLETE
11,0.022779043280182234,2026-05-24 11:18:02.094449,2026-05-24 11:18:05.789372,0 days 00:00:03.694923,elu,128.0,0.19636716167443305,100.0,,,4.0,0.0001169558442567087,VAE,3.0,,COMPLETE
12,0.02242152466367713,2026-05-24 11:18:05.789454,2026-05-24 11:18:07.484164,0 days 00:00:01.694710,elu,128.0,0.19895346387822435,61.0,,,4.0,0.00010348533987754031,AE,3.0,,COMPLETE
13,0.01775147928994083,2026-05-24 11:18:07.484249,2026-05-24 11:18:09.217247,0 days 00:00:01.732998,leaky_relu,128.0,0.1946933735152121,62.0,,,9.0,0.00030819776908160967,AE,3.0,,COMPLETE
14,0.009208103130755065,2026-05-24 11:18:09.217334,2026-05-24 11:18:11.123603,0 days 00:00:01.906269,elu,256.0,0.08751584646398299,100.0,,,13.0,0.0010731923017293051,VAE,2.0,,COMPLETE
