number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.16581632653061223,2026-05-24 11:22:39.552240,2026-05-24 11:22:42.608772,0 days 00:00:03.056532,tanh,128.0,0.02385234757844707,98.0,,,25.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.19672131147540983,2026-05-24 11:22:42.608858,2026-05-24 11:22:42.654498,0 days 00:00:00.045640,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.10603588907014681,2026-05-24 11:22:42.654548,2026-05-24 11:22:42.665728,0 days 00:00:00.011180,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.09387755102040816,2026-05-24 11:22:42.665783,2026-05-24 11:22:44.524851,0 days 00:00:01.859068,elu,256.0,0.15255065745117377,60.0,,,80.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.17142857142857143,2026-05-24 11:22:44.524932,2026-05-24 11:22:44.714065,0 days 00:00:00.189133,tanh,512.0,0.01811326544803337,27.0,,,94.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.17921146953405018,2026-05-24 11:22:44.714147,2026-05-24 11:22:44.759834,0 days 00:00:00.045687,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.11589403973509933,2026-05-24 11:22:44.759883,2026-05-24 11:22:44.811960,0 days 00:00:00.052077,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.17482517482517482,2026-05-24 11:22:44.812014,2026-05-24 11:22:47.022316,0 days 00:00:02.210302,relu,256.0,0.006680983417211186,79.0,,,85.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.16620498614958448,2026-05-24 11:22:47.022397,2026-05-24 11:22:47.152580,0 days 00:00:00.130183,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.13953488372093023,2026-05-24 11:22:47.152636,2026-05-24 11:22:47.599537,0 days 00:00:00.446901,relu,512.0,0.029133955052801898,26.0,,,55.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.058823529411764705,2026-05-24 11:22:47.599617,2026-05-24 11:22:47.673027,0 days 00:00:00.073410,,,0.0010322851929145003,,scale,,,,OCSVM,,0.026920216985938796,COMPLETE
11,0.18315018315018314,2026-05-24 11:22:47.673081,2026-05-24 11:22:47.721327,0 days 00:00:00.048246,,,0.004915963769370817,,scale,,,,OCSVM,,0.006445459956128235,COMPLETE
12,0.13358778625954199,2026-05-24 11:22:47.721370,2026-05-24 11:22:47.769870,0 days 00:00:00.048500,,,0.002544809257216888,,scale,,,,OCSVM,,0.009784585477597547,COMPLETE
13,0.2,2026-05-24 11:22:47.769924,2026-05-24 11:22:47.818991,0 days 00:00:00.049067,,,0.005897467395685554,,scale,,,,OCSVM,,0.012238525827319158,COMPLETE
14,0.13409961685823754,2026-05-24 11:22:47.819038,2026-05-24 11:22:47.864925,0 days 00:00:00.045887,,,0.002545324883607433,,scale,,,,OCSVM,,0.0010748733999513408,COMPLETE
