number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.02092050209205021,2026-05-24 11:21:07.825412,2026-05-24 11:21:10.002787,0 days 00:00:02.177375,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.07194244604316546,2026-05-24 11:21:10.002867,2026-05-24 11:21:10.019275,0 days 00:00:00.016408,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.04024144869215292,2026-05-24 11:21:10.019321,2026-05-24 11:21:10.028269,0 days 00:00:00.008948,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.017905102954341987,2026-05-24 11:21:10.028316,2026-05-24 11:21:11.120659,0 days 00:00:01.092343,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0970873786407767,2026-05-24 11:21:11.120740,2026-05-24 11:21:11.230052,0 days 00:00:00.109312,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.04807692307692308,2026-05-24 11:21:11.230134,2026-05-24 11:21:11.247565,0 days 00:00:00.017431,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.04310344827586207,2026-05-24 11:21:11.247611,2026-05-24 11:21:11.256818,0 days 00:00:00.009207,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-24 11:21:11.256864,2026-05-24 11:21:12.432279,0 days 00:00:01.175415,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.07177033492822966,2026-05-24 11:21:12.432360,2026-05-24 11:21:12.539799,0 days 00:00:00.107439,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.01845018450184502,2026-05-24 11:21:12.539862,2026-05-24 11:21:12.751737,0 days 00:00:00.211875,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.10638297872340426,2026-05-24 11:21:12.751818,2026-05-24 11:21:12.895981,0 days 00:00:00.144163,leaky_relu,512.0,0.0015200809077270817,21.0,,,16.0,0.006536264082965736,AE,2.0,,COMPLETE
11,0.10638297872340426,2026-05-24 11:21:12.896056,2026-05-24 11:21:13.041231,0 days 00:00:00.145175,leaky_relu,512.0,0.0011466609615871156,21.0,,,16.0,0.009749648411637574,AE,2.0,,COMPLETE
12,0.10638297872340426,2026-05-24 11:21:13.041312,2026-05-24 11:21:13.196509,0 days 00:00:00.155197,leaky_relu,512.0,0.001023911791239242,22.0,,,12.0,0.009942672296441588,AE,2.0,,COMPLETE
13,0.10638297872340426,2026-05-24 11:21:13.196590,2026-05-24 11:21:13.503071,0 days 00:00:00.306481,leaky_relu,512.0,0.0011947640012892689,46.0,,,10.0,0.0025149512447150803,AE,2.0,,COMPLETE
14,0.09433962264150944,2026-05-24 11:21:13.503155,2026-05-24 11:21:13.898819,0 days 00:00:00.395664,leaky_relu,512.0,0.002769823225800141,42.0,,,16.0,0.0029614592776475513,AE,3.0,,COMPLETE
