number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.04484304932735426,2026-05-24 11:18:26.995358,2026-05-24 11:18:29.161819,0 days 00:00:02.166461,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0,2026-05-24 11:18:29.161902,2026-05-24 11:18:29.183246,0 days 00:00:00.021344,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.031055900621118012,2026-05-24 11:18:29.183293,2026-05-24 11:18:29.192165,0 days 00:00:00.008872,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.038058991436726926,2026-05-24 11:18:29.192211,2026-05-24 11:18:30.287407,0 days 00:00:01.095196,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.054945054945054944,2026-05-24 11:18:30.287486,2026-05-24 11:18:30.394741,0 days 00:00:00.107255,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-24 11:18:30.394818,2026-05-24 11:18:30.415891,0 days 00:00:00.021073,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.01179245283018868,2026-05-24 11:18:30.415936,2026-05-24 11:18:30.425636,0 days 00:00:00.009700,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.04310344827586207,2026-05-24 11:18:30.425681,2026-05-24 11:18:31.591111,0 days 00:00:01.165430,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.04975124378109453,2026-05-24 11:18:31.591194,2026-05-24 11:18:31.697235,0 days 00:00:00.106041,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.040160642570281124,2026-05-24 11:18:31.697296,2026-05-24 11:18:31.915801,0 days 00:00:00.218505,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 11:18:31.915876,2026-05-24 11:18:32.061381,0 days 00:00:00.145505,leaky_relu,512.0,0.0015200809077270817,21.0,,,16.0,0.006536264082965736,AE,2.0,,COMPLETE
11,0.04807692307692308,2026-05-24 11:18:32.061464,2026-05-24 11:18:32.418488,0 days 00:00:00.357024,tanh,512.0,0.002511647498913336,46.0,,,11.0,0.009634050380006358,AE,2.0,,COMPLETE
12,0.05847953216374269,2026-05-24 11:18:32.418573,2026-05-24 11:18:33.693728,0 days 00:00:01.275155,tanh,128.0,0.01883046733204992,45.0,,,4.0,0.002393719194281379,AE,3.0,,COMPLETE
13,0.04424778761061947,2026-05-24 11:18:33.693811,2026-05-24 11:18:34.838893,0 days 00:00:01.145082,tanh,128.0,0.004447043540860245,41.0,,,4.0,0.0021601863672613586,AE,3.0,,COMPLETE
14,0.06191950464396285,2026-05-24 11:18:34.838975,2026-05-24 11:18:35.923605,0 days 00:00:01.084630,tanh,128.0,0.041327513893928226,38.0,,,8.0,0.0022747465420843624,AE,3.0,,COMPLETE
