number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.04524886877828054,2026-05-24 11:22:15.025754,2026-05-24 11:22:17.187500,0 days 00:00:02.161746,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.034013605442176874,2026-05-24 11:22:17.187583,2026-05-24 11:22:17.209238,0 days 00:00:00.021655,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.02044989775051125,2026-05-24 11:22:17.209292,2026-05-24 11:22:17.218432,0 days 00:00:00.009140,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.014866204162537165,2026-05-24 11:22:17.218482,2026-05-24 11:22:18.311350,0 days 00:00:01.092868,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0546448087431694,2026-05-24 11:22:18.311431,2026-05-24 11:22:18.423128,0 days 00:00:00.111697,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.040983606557377046,2026-05-24 11:22:18.423205,2026-05-24 11:22:18.443858,0 days 00:00:00.020653,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.03409090909090909,2026-05-24 11:22:18.443915,2026-05-24 11:22:18.453793,0 days 00:00:00.009878,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.07874015748031496,2026-05-24 11:22:18.453842,2026-05-24 11:22:19.642849,0 days 00:00:01.189007,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.04830917874396135,2026-05-24 11:22:19.642932,2026-05-24 11:22:19.748676,0 days 00:00:00.105744,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.06072874493927125,2026-05-24 11:22:19.748733,2026-05-24 11:22:19.960696,0 days 00:00:00.211963,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 11:22:19.960777,2026-05-24 11:22:21.506387,0 days 00:00:01.545610,leaky_relu,256.0,0.001454180104792578,86.0,,,12.0,0.0014138916628611978,VAE,2.0,,COMPLETE
11,0.08849557522123894,2026-05-24 11:22:21.506469,2026-05-24 11:22:21.736610,0 days 00:00:00.230141,relu,512.0,0.003409516149612066,22.0,,,8.0,0.00044345986776480955,VAE,1.0,,COMPLETE
12,0.09345794392523364,2026-05-24 11:22:21.736688,2026-05-24 11:22:22.895318,0 days 00:00:01.158630,relu,256.0,0.0031716673470678675,69.0,,,6.0,0.0007185207399071083,VAE,2.0,,COMPLETE
13,0.04950495049504951,2026-05-24 11:22:22.895399,2026-05-24 11:22:23.413837,0 days 00:00:00.518438,relu,512.0,0.0020909920844634274,53.0,,,6.0,0.0011116579992116113,VAE,2.0,,COMPLETE
14,0.08849557522123894,2026-05-24 11:22:23.413919,2026-05-24 11:22:25.254585,0 days 00:00:01.840666,relu,128.0,0.0035960452371579777,48.0,,,8.0,0.0006923579940218592,VAE,3.0,,COMPLETE
