number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_layer_width,params_lr,params_model,params_n_layers,state
0,0.16706443914081145,2026-05-26 00:54:51.076173,2026-05-26 00:54:51.719052,0 days 00:00:00.642879,elu,128,0.0483437145318464,21,6,0.0026070247583707684,VAE,2,COMPLETE
1,0.8695652173913043,2026-05-26 00:54:51.719138,2026-05-26 00:54:53.445799,0 days 00:00:01.726661,tanh,128,0.005012686302434879,56,9,0.0005404103854647331,VAE,2,COMPLETE
2,0.4585152838427948,2026-05-26 00:54:53.445886,2026-05-26 00:54:53.716956,0 days 00:00:00.271070,tanh,512,0.025002240473339543,75,4,0.0001567993391672301,AE,1,COMPLETE
3,0.5769230769230769,2026-05-26 00:54:53.717039,2026-05-26 00:54:54.579587,0 days 00:00:00.862548,leaky_relu,512,0.003939675937754723,96,8,0.0035503048581283078,VAE,2,COMPLETE
4,0.4838709677419355,2026-05-26 00:54:54.579667,2026-05-26 00:54:54.831535,0 days 00:00:00.251868,tanh,512,0.0012707770074499693,31,9,0.001217284708112243,VAE,1,COMPLETE
5,0.3333333333333333,2026-05-26 00:54:54.831617,2026-05-26 00:54:57.582336,0 days 00:00:02.750719,tanh,128,0.0010296901472345186,89,13,0.0001705053926026929,AE,3,COMPLETE
6,0.2507836990595611,2026-05-26 00:54:57.582417,2026-05-26 00:54:59.089436,0 days 00:00:01.507019,leaky_relu,256,0.04773596444669527,82,15,0.0013260331922696556,VAE,2,COMPLETE
7,0.4838709677419355,2026-05-26 00:54:59.089518,2026-05-26 00:54:59.737671,0 days 00:00:00.648153,tanh,256,0.0011811892859183053,38,8,0.003244160088734162,VAE,2,COMPLETE
8,0.3346456692913386,2026-05-26 00:54:59.737755,2026-05-26 00:55:00.240035,0 days 00:00:00.502280,tanh,512,0.02867352213261388,45,14,0.006197015748809144,AE,3,COMPLETE
9,0.1724137931034483,2026-05-26 00:55:00.240119,2026-05-26 00:55:00.819699,0 days 00:00:00.579580,leaky_relu,512,0.0010375213943059785,62,9,0.00044300218067679835,VAE,2,COMPLETE
10,0.860655737704918,2026-05-26 00:55:00.819779,2026-05-26 00:55:02.404769,0 days 00:00:01.584990,relu,128,0.007037214698578187,54,12,0.00042234828989270274,AE,3,COMPLETE
11,0.860655737704918,2026-05-26 00:55:02.404855,2026-05-26 00:55:04.125731,0 days 00:00:01.720876,relu,128,0.007472755116646202,58,12,0.00048783273187152617,AE,3,COMPLETE
12,0.10164569215876089,2026-05-26 00:55:04.125816,2026-05-26 00:55:05.778396,0 days 00:00:01.652580,relu,128,0.1647720863882698,57,11,0.00044008275954576695,AE,3,COMPLETE
13,0.3883495145631068,2026-05-26 00:55:05.778479,2026-05-26 00:55:06.659378,0 days 00:00:00.880899,relu,128,0.004445413618373053,69,16,0.0003037225485203762,AE,1,COMPLETE
14,0.6737588652482269,2026-05-26 00:55:06.659460,2026-05-26 00:55:08.447787,0 days 00:00:01.788327,elu,128,0.009958892700617433,46,11,0.0008140831425896167,VAE,3,COMPLETE
15,1.0,2026-05-26 00:55:08.447869,2026-05-26 00:55:09.619801,0 days 00:00:01.171932,relu,128,0.0030372078784035865,56,6,0.00026061061154280613,AE,2,COMPLETE
16,0.9615384615384616,2026-05-26 00:55:09.619883,2026-05-26 00:55:11.783924,0 days 00:00:02.164041,relu,128,0.0025319879117744405,72,6,0.00023133861404573997,VAE,2,COMPLETE
17,0.27472527472527475,2026-05-26 00:55:11.784008,2026-05-26 00:55:12.250989,0 days 00:00:00.466981,relu,256,0.002448629357895193,70,4,0.00011335431394085064,AE,1,COMPLETE
18,0.9223300970873787,2026-05-26 00:55:12.251076,2026-05-26 00:55:14.651830,0 days 00:00:02.400754,relu,128,0.002406476464230452,80,6,0.00021286833927395554,VAE,2,COMPLETE
19,0.8,2026-05-26 00:55:14.651916,2026-05-26 00:55:15.999744,0 days 00:00:01.347828,relu,128,0.002148705122261197,65,6,0.00024410893646187903,AE,2,COMPLETE
20,0.2717391304347826,2026-05-26 00:55:15.999829,2026-05-26 00:55:16.653358,0 days 00:00:00.653529,relu,256,0.002902481519625967,99,5,0.0001283062533789438,AE,1,COMPLETE
21,0.7575757575757576,2026-05-26 00:55:16.653440,2026-05-26 00:55:19.027553,0 days 00:00:02.374113,relu,128,0.0018230791805166472,78,7,0.0002447401951773248,VAE,2,COMPLETE
22,0.7327586206896551,2026-05-26 00:55:19.027636,2026-05-26 00:55:21.580796,0 days 00:00:02.553160,relu,128,0.0033094324354937324,85,6,0.0002098621953839652,VAE,2,COMPLETE
23,0.11764705882352941,2026-05-26 00:55:21.580882,2026-05-26 00:55:23.818414,0 days 00:00:02.237532,relu,128,0.014499822590009617,73,7,0.0008734978590004102,VAE,2,COMPLETE
24,0.3333333333333333,2026-05-26 00:55:23.818497,2026-05-26 00:55:26.530672,0 days 00:00:02.712175,elu,128,0.0017105968784406381,92,5,0.0001141496113598605,VAE,2,COMPLETE
