number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_layer_width,params_lr,params_model,params_n_layers,state
0,0.012345679012345678,2026-05-26 00:49:10.662959,2026-05-26 00:49:11.309658,0 days 00:00:00.646699,elu,128,0.0483437145318464,21,6,0.0026070247583707684,VAE,2,COMPLETE
1,0.0641025641025641,2026-05-26 00:49:11.309737,2026-05-26 00:49:13.042801,0 days 00:00:01.733064,tanh,128,0.005012686302434879,56,9,0.0005404103854647331,VAE,2,COMPLETE
2,0.04032258064516129,2026-05-26 00:49:13.042884,2026-05-26 00:49:13.315029,0 days 00:00:00.272145,tanh,512,0.025002240473339543,75,4,0.0001567993391672301,AE,1,COMPLETE
3,0.0,2026-05-26 00:49:13.315105,2026-05-26 00:49:14.181727,0 days 00:00:00.866622,leaky_relu,512,0.003939675937754723,96,8,0.0035503048581283078,VAE,2,COMPLETE
4,0.043478260869565216,2026-05-26 00:49:14.181813,2026-05-26 00:49:14.427282,0 days 00:00:00.245469,tanh,512,0.0012707770074499693,31,9,0.001217284708112243,VAE,1,COMPLETE
5,0.043478260869565216,2026-05-26 00:49:14.427359,2026-05-26 00:49:17.159147,0 days 00:00:02.731788,tanh,128,0.0010296901472345186,89,13,0.0001705053926026929,AE,3,COMPLETE
6,0.023752969121140142,2026-05-26 00:49:17.159229,2026-05-26 00:49:18.682397,0 days 00:00:01.523168,leaky_relu,256,0.04773596444669527,82,15,0.0013260331922696556,VAE,2,COMPLETE
7,0.043478260869565216,2026-05-26 00:49:18.682479,2026-05-26 00:49:19.310282,0 days 00:00:00.627803,tanh,256,0.0011811892859183053,38,8,0.003244160088734162,VAE,2,COMPLETE
8,0.07575757575757576,2026-05-26 00:49:19.310370,2026-05-26 00:49:19.812872,0 days 00:00:00.502502,tanh,512,0.02867352213261388,45,14,0.006197015748809144,AE,3,COMPLETE
9,0.04424778761061947,2026-05-26 00:49:19.812957,2026-05-26 00:49:20.390426,0 days 00:00:00.577469,leaky_relu,512,0.0010375213943059785,62,9,0.00044300218067679835,VAE,2,COMPLETE
10,0.05952380952380952,2026-05-26 00:49:20.390507,2026-05-26 00:49:20.886876,0 days 00:00:00.496369,relu,512,0.10575392326585599,49,13,0.006536264082965736,AE,3,COMPLETE
11,0.06896551724137931,2026-05-26 00:49:20.886960,2026-05-26 00:49:22.688927,0 days 00:00:01.801967,tanh,128,0.007472755116646202,59,12,0.00038412885435497784,AE,3,COMPLETE
12,0.032679738562091505,2026-05-26 00:49:22.689011,2026-05-26 00:49:24.750655,0 days 00:00:02.061644,elu,128,0.009183147551943053,69,12,0.009942350225920589,AE,3,COMPLETE
13,0.02564102564102564,2026-05-26 00:49:24.750737,2026-05-26 00:49:26.064562,0 days 00:00:01.313825,relu,128,0.013375694858497622,43,16,0.00040409098989678505,AE,3,COMPLETE
14,0.016353229762878167,2026-05-26 00:49:26.064645,2026-05-26 00:49:27.082556,0 days 00:00:01.017911,tanh,256,0.1900230477452651,57,11,0.0002674701807186936,AE,3,COMPLETE
15,0.044444444444444446,2026-05-26 00:49:27.082638,2026-05-26 00:49:27.476958,0 days 00:00:00.394320,tanh,512,0.024745161278741674,35,14,0.0007098701732564443,AE,3,COMPLETE
16,0.03875968992248062,2026-05-26 00:49:27.477042,2026-05-26 00:49:28.895230,0 days 00:00:01.418188,tanh,128,0.004469941619653515,47,11,0.0018265018578182094,AE,3,COMPLETE
17,0.03424657534246575,2026-05-26 00:49:28.895315,2026-05-26 00:49:29.535424,0 days 00:00:00.640109,relu,512,0.008242964004632555,66,16,0.00011335431394085064,AE,3,COMPLETE
18,0.041666666666666664,2026-05-26 00:49:29.535508,2026-05-26 00:49:29.874756,0 days 00:00:00.339248,elu,128,0.025919415103306725,25,14,0.005176687964366853,AE,1,COMPLETE
19,0.04132231404958678,2026-05-26 00:49:29.874841,2026-05-26 00:49:30.787789,0 days 00:00:00.912948,tanh,256,0.0025488375116270493,51,11,0.0008795188471333268,AE,3,COMPLETE
20,0.023529411764705882,2026-05-26 00:49:30.787871,2026-05-26 00:49:31.366423,0 days 00:00:00.578552,tanh,512,0.056321183618932256,79,13,0.00030450548289989016,AE,2,COMPLETE
21,0.03571428571428571,2026-05-26 00:49:31.366506,2026-05-26 00:49:33.231499,0 days 00:00:01.864993,tanh,128,0.006406073368606634,59,10,0.0005565307211198464,VAE,2,COMPLETE
22,0.040983606557377046,2026-05-26 00:49:33.231588,2026-05-26 00:49:34.900967,0 days 00:00:01.669379,tanh,128,0.0028580693649170284,54,6,0.00025659804065335885,VAE,2,COMPLETE
23,0.04716981132075472,2026-05-26 00:49:34.901051,2026-05-26 00:49:36.303627,0 days 00:00:01.402576,tanh,128,0.014499822590009617,43,12,0.0006388315895033524,VAE,2,COMPLETE
24,0.05847953216374269,2026-05-26 00:49:36.303710,2026-05-26 00:49:38.545212,0 days 00:00:02.241502,tanh,128,0.014427914281933043,71,14,0.0014780670192679076,AE,3,COMPLETE
