dataset,column,day,n_injected_in_day,clean_daily_mean,polluted_daily_mean,abs_bias,bias_pct,snr
weather:london,precipitation,2024-07-21,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2024-08-18,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2024-08-23,1,0.0375,0.0375,0.0,0.0,0.0
weather:london,precipitation,2024-08-30,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2024-09-01,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2024-10-06,1,0.1667,0.1667,0.0,0.0,0.0
weather:london,precipitation,2024-10-19,1,0.3042,0.3053,0.0011,0.3698,0.0065
weather:london,precipitation,2024-10-25,1,0.175,0.175,0.0,0.0,0.0
weather:london,precipitation,2024-11-13,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2024-11-17,1,0.0208,0.0208,0.0,0.0,0.0
weather:london,precipitation,2024-12-09,1,0.0042,0.0042,0.0,0.0,0.0
weather:london,precipitation,2024-12-13,1,0.0042,0.0042,0.0,0.0,0.0
weather:london,precipitation,2024-12-29,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-01-03,2,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-01-25,1,0.0875,0.0875,0.0,0.0,0.0
weather:london,precipitation,2025-01-31,1,0.1458,0.1463,0.0004,0.2907,0.0025
weather:london,precipitation,2025-02-03,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-02-05,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-02-08,1,0.0917,0.0917,0.0,0.0,0.0
weather:london,precipitation,2025-02-14,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-03-07,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-03-15,1,0.0083,0.0083,0.0,0.0,0.0
weather:london,precipitation,2025-03-20,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-04-05,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-04-10,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-04-16,1,0.0083,0.0083,0.0,0.0,0.0
weather:london,precipitation,2025-04-23,1,0.3958,0.4011,0.0052,1.318,0.0302
weather:london,precipitation,2025-05-06,1,0.0042,0.0042,0.0,0.0,0.0
weather:london,precipitation,2025-05-08,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-05-24,1,0.25,0.25,0.0,0.0,0.0
weather:london,precipitation,2025-06-01,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-06-14,1,0.1917,0.1917,0.0,0.0,0.0
weather:london,precipitation,2025-06-20,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-06-27,1,0.075,0.0786,0.0036,4.8512,0.0211
weather:london,precipitation,2025-09-23,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-10-21,2,0.0083,0.0083,0.0,0.0,0.0
weather:london,precipitation,2025-10-28,1,0.0125,0.0125,0.0,0.0,0.0
weather:london,precipitation,2025-11-11,1,0.0417,0.0417,0.0,0.0,0.0
weather:london,precipitation,2025-12-11,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-12-16,1,0.1875,0.1875,0.0,0.0,0.0
weather:london,precipitation,2025-12-26,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2025-12-29,2,0.0,0.0,0.0,,0.0
weather:london,precipitation,2026-01-06,1,0.025,0.024,0.001,3.9694,0.0057
weather:london,precipitation,2026-01-10,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2026-01-11,1,0.0833,0.0839,0.0006,0.7223,0.0035
weather:london,precipitation,2026-01-16,1,0.025,0.025,0.0,0.0,0.0
weather:london,precipitation,2026-01-19,1,0.0333,0.0333,0.0,0.0,0.0
weather:london,precipitation,2026-02-20,1,0.0708,0.0708,0.0,0.0,0.0
weather:london,precipitation,2026-03-04,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2026-03-15,2,0.1083,0.1083,0.0,0.0,0.0
weather:london,precipitation,2026-03-16,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2026-03-21,1,0.0,0.0,0.0,,0.0
weather:london,precipitation,2026-04-26,1,0.0,0.0,0.0,,0.0
weather:london,surface_pressure,2024-01-07,1,1024.7708,1021.9388,2.832,0.2764,0.2595
weather:london,surface_pressure,2024-01-08,1,1029.8917,1035.6875,5.7958,0.5628,0.5311
weather:london,surface_pressure,2024-01-18,1,1004.1958,1000.5386,3.6573,0.3642,0.3351
weather:london,surface_pressure,2024-02-06,1,1007.6125,1003.5497,4.0628,0.4032,0.3723
weather:london,surface_pressure,2024-02-18,1,1023.1708,1017.7761,5.3948,0.5273,0.4943
weather:london,surface_pressure,2024-02-28,1,1015.3833,1011.3086,4.0748,0.4013,0.3734
weather:london,surface_pressure,2024-03-05,1,1010.2,1006.9109,3.2891,0.3256,0.3014
weather:london,surface_pressure,2024-03-08,1,1005.6667,1009.7921,4.1255,0.4102,0.378
weather:london,surface_pressure,2024-04-01,1,992.0542,987.548,4.5061,0.4542,0.4129
weather:london,surface_pressure,2024-04-06,1,1000.6042,995.8861,4.7181,0.4715,0.4323
weather:london,surface_pressure,2024-05-03,1,1006.6917,1009.5676,2.8759,0.2857,0.2635
weather:london,surface_pressure,2024-05-26,1,1009.9458,1006.4041,3.5418,0.3507,0.3245
weather:london,surface_pressure,2024-06-02,1,1024.725,1020.8196,3.9054,0.3811,0.3579
weather:london,surface_pressure,2024-06-19,1,1018.7667,1013.4429,5.3238,0.5226,0.4878
weather:london,surface_pressure,2024-06-20,2,1018.3875,1027.8097,9.4222,0.9252,0.8634
weather:london,surface_pressure,2024-06-23,1,1017.3583,1011.2057,6.1526,0.6048,0.5638
weather:london,surface_pressure,2024-07-07,2,1007.8917,1005.7861,2.1055,0.2089,0.1929
weather:london,surface_pressure,2024-07-13,1,1012.2292,1014.8727,2.6435,0.2612,0.2422
weather:london,surface_pressure,2024-07-25,1,1009.8,1006.4325,3.3675,0.3335,0.3086
weather:london,surface_pressure,2024-08-05,1,1010.8,1015.2207,4.4207,0.4373,0.4051
weather:london,surface_pressure,2024-08-23,1,1002.0542,1005.1182,3.064,0.3058,0.2808
weather:london,surface_pressure,2024-09-01,1,1012.0542,1006.9813,5.0729,0.5012,0.4648
weather:london,surface_pressure,2024-09-17,1,1028.7375,1023.1755,5.562,0.5407,0.5097
weather:london,surface_pressure,2024-09-18,1,1026.0542,1023.3496,2.7045,0.2636,0.2478
weather:london,surface_pressure,2024-09-25,1,997.0625,1000.6954,3.6329,0.3644,0.3329
weather:london,surface_pressure,2024-09-30,1,1000.3042,997.6891,2.6151,0.2614,0.2396
weather:london,surface_pressure,2024-10-29,1,1022.2583,1016.8774,5.3809,0.5264,0.4931
weather:london,surface_pressure,2024-12-09,1,1027.8708,1022.1492,5.7216,0.5566,0.5243
weather:london,surface_pressure,2024-12-18,1,1005.1208,998.8658,6.255,0.6223,0.5732
weather:london,surface_pressure,2024-12-29,1,1027.8583,1032.867,5.0087,0.4873,0.4589
weather:london,surface_pressure,2025-01-03,1,1021.7917,1016.0447,5.747,0.5624,0.5266
weather:london,surface_pressure,2025-01-10,1,1017.9292,1022.5218,4.5927,0.4512,0.4208
weather:london,surface_pressure,2025-01-11,1,1027.7458,1022.0237,5.7221,0.5568,0.5243
weather:london,surface_pressure,2025-01-22,1,1002.9042,1000.1889,2.7153,0.2707,0.2488
weather:london,surface_pressure,2025-01-31,1,1022.575,1016.3378,6.2372,0.61,0.5715
weather:london,surface_pressure,2025-02-03,1,1022.9333,1025.7978,2.8644,0.28,0.2625
weather:london,surface_pressure,2025-02-05,1,1034.7958,1038.2315,3.4357,0.332,0.3148
weather:london,surface_pressure,2025-02-07,1,1024.475,1029.7488,5.2738,0.5148,0.4832
weather:london,surface_pressure,2025-03-15,1,1019.6083,1023.4172,3.8088,0.3736,0.349
weather:london,surface_pressure,2025-03-20,1,1017.5667,1013.6114,3.9552,0.3887,0.3624
weather:london,surface_pressure,2025-04-01,1,1024.0917,1029.2398,5.1482,0.5027,0.4717
weather:london,surface_pressure,2025-04-10,1,1028.7958,1026.1408,2.655,0.2581,0.2433
weather:london,surface_pressure,2025-04-19,1,1005.9792,1001.6682,4.311,0.4285,0.395
weather:london,surface_pressure,2025-05-05,1,1019.4958,1014.6465,4.8494,0.4757,0.4444
weather:london,surface_pressure,2025-05-06,1,1022.8417,1017.3361,5.5056,0.5383,0.5045
weather:london,surface_pressure,2025-05-07,1,1021.7083,1018.5364,3.1719,0.3105,0.2906
weather:london,surface_pressure,2025-05-23,1,1017.5625,1014.4452,3.1173,0.3063,0.2856
weather:london,surface_pressure,2025-06-01,1,1011.9458,1005.7328,6.213,0.614,0.5693
weather:london,surface_pressure,2025-06-15,1,1019.975,1014.6006,5.3744,0.5269,0.4925
weather:london,surface_pressure,2025-06-20,1,1021.5167,1025.2532,3.7366,0.3658,0.3424
weather:london,surface_pressure,2025-06-23,1,1011.0375,1005.7373,5.3002,0.5242,0.4857
weather:london,surface_pressure,2025-06-29,1,1022.3917,1024.9082,2.5165,0.2461,0.2306
weather:london,surface_pressure,2025-08-01,1,1014.1167,1017.3791,3.2624,0.3217,0.2989
weather:london,surface_pressure,2025-08-31,1,1001.8,1007.0148,5.2148,0.5205,0.4778
weather:london,surface_pressure,2025-09-08,1,1013.875,1019.3193,5.4443,0.537,0.4989
weather:london,surface_pressure,2025-09-13,1,1006.9667,1010.3896,3.4229,0.3399,0.3136
weather:london,surface_pressure,2025-09-16,1,1014.7125,1017.4327,2.7202,0.2681,0.2493
weather:london,surface_pressure,2025-09-23,1,1026.2167,1023.4581,2.7585,0.2688,0.2528
weather:london,surface_pressure,2025-10-15,1,1027.8792,1024.0172,3.8619,0.3757,0.3539
weather:london,surface_pressure,2025-11-17,1,1019.5917,1023.2308,3.6392,0.3569,0.3335
weather:london,surface_pressure,2025-12-08,1,1006.0417,1003.5427,2.499,0.2484,0.229
weather:london,surface_pressure,2025-12-11,1,1016.975,1022.2266,5.2516,0.5164,0.4812
weather:london,surface_pressure,2025-12-17,1,1012.9875,1015.4405,2.453,0.2422,0.2248
weather:london,surface_pressure,2025-12-29,2,1027.1167,1027.0109,0.1057,0.0103,0.0097
weather:london,surface_pressure,2025-12-31,1,1027.3667,1032.8411,5.4744,0.5329,0.5016
weather:london,surface_pressure,2026-01-06,1,1014.1958,1019.1726,4.9768,0.4907,0.456
weather:london,surface_pressure,2026-01-11,1,1012.7792,1006.5209,6.2582,0.6179,0.5734
weather:london,surface_pressure,2026-01-16,1,1004.5417,1009.6807,5.1391,0.5116,0.4709
weather:london,surface_pressure,2026-01-22,1,985.6042,979.5179,6.0863,0.6175,0.5577
weather:london,surface_pressure,2026-03-02,1,1013.1875,1016.283,3.0955,0.3055,0.2836
weather:london,surface_pressure,2026-03-08,1,1021.6667,1019.4698,2.1969,0.215,0.2013
weather:london,surface_pressure,2026-03-10,2,1012.8167,1005.0074,7.8093,0.771,0.7156
weather:london,surface_pressure,2026-03-15,1,1009.5458,1015.0149,5.4691,0.5417,0.5011
weather:london,surface_pressure,2026-03-17,1,1013.9792,1017.6799,3.7008,0.365,0.3391
weather:london,surface_pressure,2026-04-14,1,1015.6417,1013.2851,2.3566,0.232,0.2159
weather:london,surface_pressure,2026-04-20,1,1022.225,1018.9028,3.3222,0.325,0.3044
weather:london,soil_temperature_7_to_28cm,2024-01-18,1,1.3833,1.3872,0.0038,0.2773,0.0007
weather:london,soil_temperature_7_to_28cm,2024-02-06,1,9.7083,9.7561,0.0478,0.4923,0.0088
weather:london,soil_temperature_7_to_28cm,2024-02-14,1,8.7917,8.8403,0.0486,0.5529,0.0089
weather:london,soil_temperature_7_to_28cm,2024-02-28,1,7.0167,6.9803,0.0364,0.5182,0.0067
weather:london,soil_temperature_7_to_28cm,2024-03-05,2,6.8208,6.8781,0.0573,0.8403,0.0105
weather:london,soil_temperature_7_to_28cm,2024-04-18,1,9.4958,9.5205,0.0247,0.26,0.0045
weather:london,soil_temperature_7_to_28cm,2024-04-23,1,8.8,8.8522,0.0522,0.5928,0.0096
weather:london,soil_temperature_7_to_28cm,2024-05-07,1,12.55,12.4696,0.0804,0.6408,0.0148
weather:london,soil_temperature_7_to_28cm,2024-05-26,1,15.5375,15.4686,0.0689,0.4432,0.0127
weather:london,soil_temperature_7_to_28cm,2024-06-02,1,14.475,14.4192,0.0558,0.3854,0.0103
weather:london,soil_temperature_7_to_28cm,2024-06-22,1,17.575,17.6596,0.0846,0.4812,0.0156
weather:london,soil_temperature_7_to_28cm,2024-07-07,1,15.2583,15.3081,0.0498,0.3263,0.0092
weather:london,soil_temperature_7_to_28cm,2024-08-18,1,20.1667,20.245,0.0784,0.3885,0.0144
weather:london,soil_temperature_7_to_28cm,2024-08-23,1,18.8667,18.7698,0.0968,0.5133,0.0178
weather:london,soil_temperature_7_to_28cm,2024-09-18,1,16.2667,16.1959,0.0708,0.4351,0.013
weather:london,soil_temperature_7_to_28cm,2024-09-19,1,17.2792,17.3737,0.0946,0.5472,0.0174
weather:london,soil_temperature_7_to_28cm,2024-10-24,1,12.1833,12.2441,0.0608,0.4988,0.0112
weather:london,soil_temperature_7_to_28cm,2024-12-09,1,7.4125,7.4458,0.0333,0.4491,0.0061
weather:london,soil_temperature_7_to_28cm,2024-12-13,1,6.9333,6.9138,0.0195,0.2813,0.0036
weather:london,soil_temperature_7_to_28cm,2024-12-14,1,6.3167,6.3553,0.0386,0.6115,0.0071
weather:london,soil_temperature_7_to_28cm,2024-12-18,1,9.0583,9.0151,0.0433,0.4777,0.008
weather:london,soil_temperature_7_to_28cm,2024-12-29,1,6.4625,6.438,0.0245,0.3786,0.0045
weather:london,soil_temperature_7_to_28cm,2025-01-03,1,3.6,3.5928,0.0072,0.199,0.0013
weather:london,soil_temperature_7_to_28cm,2025-01-10,1,1.85,1.8395,0.0105,0.567,0.0019
weather:london,soil_temperature_7_to_28cm,2025-01-17,1,6.0958,6.1105,0.0147,0.2406,0.0027
weather:london,soil_temperature_7_to_28cm,2025-01-26,1,4.2333,4.2472,0.0138,0.3264,0.0025
weather:london,soil_temperature_7_to_28cm,2025-01-28,1,6.3625,6.3831,0.0206,0.3236,0.0038
weather:london,soil_temperature_7_to_28cm,2025-01-31,1,4.8417,4.8259,0.0158,0.3266,0.0029
weather:london,soil_temperature_7_to_28cm,2025-02-03,1,3.5667,3.5451,0.0216,0.6042,0.004
weather:london,soil_temperature_7_to_28cm,2025-02-05,1,5.7167,5.684,0.0327,0.5723,0.006
weather:london,soil_temperature_7_to_28cm,2025-02-07,2,4.3083,4.2641,0.0442,1.0259,0.0081
weather:london,soil_temperature_7_to_28cm,2025-03-05,1,5.2625,5.2483,0.0142,0.2695,0.0026
weather:london,soil_temperature_7_to_28cm,2025-03-20,1,8.35,8.3137,0.0363,0.4351,0.0067
weather:london,soil_temperature_7_to_28cm,2025-04-10,1,11.4333,11.4932,0.0599,0.5235,0.011
weather:london,soil_temperature_7_to_28cm,2025-04-16,2,12.7833,12.7554,0.028,0.2189,0.0051
weather:london,soil_temperature_7_to_28cm,2025-05-09,1,13.6958,13.7727,0.0769,0.5616,0.0141
weather:london,soil_temperature_7_to_28cm,2025-06-01,1,19.6333,19.7314,0.098,0.4993,0.018
weather:london,soil_temperature_7_to_28cm,2025-06-14,1,20.8958,20.9852,0.0894,0.4276,0.0164
weather:london,soil_temperature_7_to_28cm,2025-06-21,1,23.9833,23.8421,0.1412,0.5889,0.026
weather:london,soil_temperature_7_to_28cm,2025-06-23,1,22.75,22.8737,0.1237,0.5439,0.0228
weather:london,soil_temperature_7_to_28cm,2025-06-27,1,21.125,21.0439,0.0811,0.3837,0.0149
weather:london,soil_temperature_7_to_28cm,2025-06-29,1,22.7667,22.6543,0.1124,0.4935,0.0207
weather:london,soil_temperature_7_to_28cm,2025-08-04,1,18.8042,18.9057,0.1016,0.5401,0.0187
weather:london,soil_temperature_7_to_28cm,2025-08-23,1,20.4333,20.5358,0.1025,0.5016,0.0189
weather:london,soil_temperature_7_to_28cm,2025-09-16,1,15.2583,15.1646,0.0938,0.6146,0.0172
weather:london,soil_temperature_7_to_28cm,2025-09-18,1,16.4583,16.5369,0.0786,0.4774,0.0145
weather:london,soil_temperature_7_to_28cm,2025-10-24,1,10.4583,10.5015,0.0432,0.413,0.0079
weather:london,soil_temperature_7_to_28cm,2025-10-28,1,11.1125,11.1396,0.0271,0.2436,0.005
weather:london,soil_temperature_7_to_28cm,2025-11-18,1,6.925,6.9067,0.0183,0.265,0.0034
weather:london,soil_temperature_7_to_28cm,2025-12-08,1,9.55,9.5708,0.0208,0.2173,0.0038
weather:london,soil_temperature_7_to_28cm,2025-12-25,1,5.7292,5.7483,0.0191,0.3342,0.0035
weather:london,soil_temperature_7_to_28cm,2025-12-29,1,5.8417,5.8701,0.0284,0.4867,0.0052
weather:london,soil_temperature_7_to_28cm,2026-01-06,1,0.4792,0.4815,0.0024,0.493,0.0004
weather:london,soil_temperature_7_to_28cm,2026-01-10,1,3.0583,3.0708,0.0125,0.4081,0.0023
weather:london,soil_temperature_7_to_28cm,2026-01-16,1,6.35,6.3835,0.0335,0.5278,0.0062
weather:london,soil_temperature_7_to_28cm,2026-02-14,1,6.1583,6.1752,0.0169,0.2745,0.0031
weather:london,soil_temperature_7_to_28cm,2026-03-04,1,8.8083,8.8552,0.0468,0.5318,0.0086
weather:london,soil_temperature_7_to_28cm,2026-03-08,1,8.95,8.913,0.037,0.4134,0.0068
weather:london,soil_temperature_7_to_28cm,2026-03-16,1,7.5,7.5382,0.0382,0.5094,0.007
weather:london,soil_temperature_7_to_28cm,2026-03-21,1,8.6917,8.6692,0.0225,0.259,0.0041
weather:london,soil_temperature_7_to_28cm,2026-04-10,1,13.0708,13.1389,0.0681,0.5207,0.0125
weather:london,soil_temperature_7_to_28cm,2026-04-22,1,12.2125,12.2551,0.0426,0.349,0.0078
weather:london,soil_moisture_7_to_28cm,2024-01-02,1,0.4243,0.4253,0.001,0.2463,0.0122
weather:london,soil_moisture_7_to_28cm,2024-01-04,1,0.4142,0.4166,0.0024,0.582,0.0282
weather:london,soil_moisture_7_to_28cm,2024-01-08,1,0.4007,0.403,0.0023,0.5812,0.0272
weather:london,soil_moisture_7_to_28cm,2024-01-21,1,0.3755,0.3743,0.0013,0.3347,0.0147
weather:london,soil_moisture_7_to_28cm,2024-01-28,1,0.3701,0.3688,0.0013,0.3417,0.0148
weather:london,soil_moisture_7_to_28cm,2024-02-06,1,0.3588,0.361,0.0022,0.6022,0.0253
weather:london,soil_moisture_7_to_28cm,2024-02-08,1,0.407,0.4051,0.002,0.4812,0.0229
weather:london,soil_moisture_7_to_28cm,2024-02-18,1,0.4225,0.4239,0.0014,0.3319,0.0164
weather:london,soil_moisture_7_to_28cm,2024-03-08,1,0.3908,0.389,0.0018,0.4575,0.0209
weather:london,soil_moisture_7_to_28cm,2024-03-18,1,0.4008,0.3996,0.0011,0.2753,0.0129
weather:london,soil_moisture_7_to_28cm,2024-04-15,1,0.3503,0.3518,0.0015,0.4415,0.0181
weather:london,soil_moisture_7_to_28cm,2024-04-18,1,0.3431,0.3448,0.0017,0.5025,0.0202
weather:london,soil_moisture_7_to_28cm,2024-05-18,1,0.3187,0.317,0.0017,0.5227,0.0195
weather:london,soil_moisture_7_to_28cm,2024-05-26,2,0.319,0.3216,0.0026,0.8275,0.0309
weather:london,soil_moisture_7_to_28cm,2024-06-09,1,0.2866,0.2873,0.0007,0.2408,0.0081
weather:london,soil_moisture_7_to_28cm,2024-06-19,1,0.2635,0.2627,0.0008,0.2964,0.0091
weather:london,soil_moisture_7_to_28cm,2024-06-23,1,0.237,0.2359,0.0012,0.4949,0.0137
weather:london,soil_moisture_7_to_28cm,2024-06-24,1,0.23,0.2309,0.0009,0.3931,0.0106
weather:london,soil_moisture_7_to_28cm,2024-07-07,2,0.2938,0.2924,0.0015,0.4955,0.017
weather:london,soil_moisture_7_to_28cm,2024-07-18,1,0.305,0.3062,0.0012,0.3813,0.0136
weather:london,soil_moisture_7_to_28cm,2024-08-05,1,0.2066,0.2057,0.0009,0.4132,0.01
weather:london,soil_moisture_7_to_28cm,2024-08-12,1,0.1914,0.1907,0.0007,0.3475,0.0078
weather:london,soil_moisture_7_to_28cm,2024-09-17,1,0.2793,0.281,0.0017,0.6176,0.0202
weather:london,soil_moisture_7_to_28cm,2024-09-18,1,0.2735,0.2728,0.0007,0.2628,0.0084
weather:london,soil_moisture_7_to_28cm,2024-09-22,1,0.2658,0.2644,0.0014,0.5115,0.0159
weather:london,soil_moisture_7_to_28cm,2024-09-30,1,0.3759,0.3737,0.0022,0.5754,0.0253
weather:london,soil_moisture_7_to_28cm,2024-10-30,2,0.3595,0.3601,0.0005,0.1507,0.0063
weather:london,soil_moisture_7_to_28cm,2024-11-16,1,0.3174,0.3186,0.0012,0.3833,0.0142
weather:london,soil_moisture_7_to_28cm,2024-11-17,1,0.3161,0.3179,0.0018,0.5605,0.0207
weather:london,soil_moisture_7_to_28cm,2024-12-13,1,0.3198,0.3206,0.0008,0.2531,0.0095
weather:london,soil_moisture_7_to_28cm,2024-12-18,1,0.3134,0.3119,0.0015,0.4796,0.0176
weather:london,soil_moisture_7_to_28cm,2025-01-01,1,0.32,0.3208,0.0008,0.247,0.0092
weather:london,soil_moisture_7_to_28cm,2025-01-03,2,0.3207,0.3177,0.003,0.9352,0.0351
weather:london,soil_moisture_7_to_28cm,2025-01-11,1,0.3201,0.3217,0.0016,0.4935,0.0185
weather:london,soil_moisture_7_to_28cm,2025-01-22,1,0.3101,0.3111,0.0011,0.3419,0.0124
weather:london,soil_moisture_7_to_28cm,2025-01-23,1,0.3117,0.3132,0.0015,0.4802,0.0175
weather:london,soil_moisture_7_to_28cm,2025-01-25,1,0.317,0.3155,0.0015,0.4706,0.0174
weather:london,soil_moisture_7_to_28cm,2025-01-26,1,0.3173,0.3189,0.0017,0.5206,0.0193
weather:london,soil_moisture_7_to_28cm,2025-01-28,1,0.319,0.3179,0.0011,0.3447,0.0129
weather:london,soil_moisture_7_to_28cm,2025-01-31,1,0.3176,0.3157,0.0019,0.605,0.0225
weather:london,soil_moisture_7_to_28cm,2025-02-03,1,0.3178,0.3172,0.0007,0.2083,0.0077
weather:london,soil_moisture_7_to_28cm,2025-02-05,1,0.3158,0.3176,0.0018,0.5679,0.021
weather:london,soil_moisture_7_to_28cm,2025-02-07,2,0.3127,0.3101,0.0026,0.8252,0.0302
weather:london,soil_moisture_7_to_28cm,2025-02-14,1,0.3157,0.315,0.0008,0.2383,0.0088
weather:london,soil_moisture_7_to_28cm,2025-03-05,1,0.3057,0.3045,0.0012,0.3868,0.0138
weather:london,soil_moisture_7_to_28cm,2025-03-07,1,0.3025,0.3006,0.0019,0.613,0.0217
weather:london,soil_moisture_7_to_28cm,2025-04-01,1,0.1165,0.1161,0.0003,0.2951,0.004
weather:london,soil_moisture_7_to_28cm,2025-04-05,1,0.1283,0.129,0.0008,0.5888,0.0088
weather:london,soil_moisture_7_to_28cm,2025-04-10,1,0.1268,0.1263,0.0004,0.3486,0.0052
weather:london,soil_moisture_7_to_28cm,2025-04-23,1,0.132,0.1325,0.0005,0.3678,0.0057
weather:london,soil_moisture_7_to_28cm,2025-05-12,1,0.1383,0.138,0.0003,0.2321,0.0038
weather:london,soil_moisture_7_to_28cm,2025-05-23,1,0.1773,0.1769,0.0005,0.2612,0.0054
weather:london,soil_moisture_7_to_28cm,2025-06-01,1,0.1466,0.1463,0.0003,0.2137,0.0037
weather:london,soil_moisture_7_to_28cm,2025-06-14,1,0.1318,0.1311,0.0008,0.5854,0.009
weather:london,soil_moisture_7_to_28cm,2025-06-20,1,0.1363,0.137,0.0007,0.5258,0.0084
weather:london,soil_moisture_7_to_28cm,2025-06-27,1,0.1396,0.1393,0.0003,0.2301,0.0038
weather:london,soil_moisture_7_to_28cm,2025-07-21,1,0.1658,0.1654,0.0004,0.2158,0.0042
weather:london,soil_moisture_7_to_28cm,2025-08-04,1,0.1737,0.173,0.0007,0.4113,0.0084
weather:london,soil_moisture_7_to_28cm,2025-08-16,1,0.1817,0.1825,0.0008,0.4324,0.0092
weather:london,soil_moisture_7_to_28cm,2025-09-15,1,0.2391,0.2399,0.0008,0.3359,0.0094
weather:london,soil_moisture_7_to_28cm,2025-09-23,1,0.2186,0.2192,0.0007,0.3022,0.0077
weather:london,soil_moisture_7_to_28cm,2025-10-15,1,0.2739,0.2729,0.001,0.3706,0.0119
weather:london,soil_moisture_7_to_28cm,2025-10-28,1,0.3035,0.3026,0.0009,0.2866,0.0102
weather:london,soil_moisture_7_to_28cm,2025-11-11,1,0.3384,0.3403,0.0019,0.5536,0.0219
weather:london,soil_moisture_7_to_28cm,2025-11-18,1,0.3285,0.3267,0.0019,0.5647,0.0217
weather:london,soil_moisture_7_to_28cm,2025-12-05,1,0.3223,0.3214,0.0009,0.2924,0.011
weather:london,soil_moisture_7_to_28cm,2025-12-08,1,0.3195,0.3188,0.0007,0.2195,0.0082
weather:london,soil_moisture_7_to_28cm,2025-12-29,1,0.3042,0.3035,0.0007,0.2355,0.0084
weather:london,soil_moisture_7_to_28cm,2026-01-04,1,0.3003,0.3017,0.0014,0.4602,0.0162
weather:london,soil_moisture_7_to_28cm,2026-01-06,3,0.299,0.2973,0.0017,0.5651,0.0198
weather:london,soil_moisture_7_to_28cm,2026-01-16,2,0.32,0.3173,0.0027,0.8462,0.0317
weather:london,soil_moisture_7_to_28cm,2026-01-22,1,0.3198,0.3191,0.0007,0.2344,0.0088
weather:london,soil_moisture_7_to_28cm,2026-01-26,1,0.319,0.3205,0.0015,0.4661,0.0174
weather:london,soil_moisture_7_to_28cm,2026-02-07,1,0.318,0.3195,0.0015,0.4577,0.017
weather:london,soil_moisture_7_to_28cm,2026-02-08,1,0.3175,0.3185,0.0011,0.3408,0.0127
weather:london,soil_moisture_7_to_28cm,2026-03-02,1,0.3139,0.3121,0.0018,0.585,0.0215
weather:london,soil_moisture_7_to_28cm,2026-03-12,1,0.3082,0.3064,0.0018,0.5859,0.0211
weather:london,soil_moisture_7_to_28cm,2026-03-15,1,0.3145,0.3131,0.0013,0.423,0.0156
weather:london,soil_moisture_7_to_28cm,2026-03-16,1,0.317,0.3182,0.0013,0.4045,0.015
weather:london,soil_moisture_7_to_28cm,2026-04-12,1,0.1312,0.1307,0.0005,0.3955,0.0061
weather:london,soil_moisture_7_to_28cm,2026-04-20,1,0.1412,0.1416,0.0004,0.2948,0.0049
weather:london,soil_moisture_7_to_28cm,2026-04-22,1,0.1456,0.1449,0.0007,0.4552,0.0077
weather:new_york,temperature_2m,2024-01-01,1,3.5292,3.4872,0.042,1.1899,0.0041
weather:new_york,temperature_2m,2024-01-05,1,-1.775,-1.8032,0.0282,1.5861,0.0028
weather:new_york,temperature_2m,2024-01-08,1,1.4667,1.4817,0.015,1.023,0.0015
weather:new_york,temperature_2m,2024-01-29,1,2.9333,2.9251,0.0082,0.2806,0.0008
weather:new_york,temperature_2m,2024-02-27,1,7.6583,7.6695,0.0111,0.1452,0.0011
weather:new_york,temperature_2m,2024-03-14,1,11.6333,11.6737,0.0403,0.3467,0.004
weather:new_york,temperature_2m,2024-03-26,1,5.5958,5.6267,0.0308,0.5508,0.003
weather:new_york,temperature_2m,2024-04-01,1,8.4625,8.4332,0.0293,0.3457,0.0029
weather:new_york,temperature_2m,2024-04-03,1,5.7542,5.7222,0.032,0.5561,0.0031
weather:new_york,temperature_2m,2024-04-11,1,12.4458,12.4242,0.0216,0.1737,0.0021
weather:new_york,temperature_2m,2024-04-21,1,7.65,7.6909,0.0409,0.5347,0.004
weather:new_york,temperature_2m,2024-05-25,1,19.6125,19.5486,0.0639,0.326,0.0063
