dataset,column,day,n_injected_in_day,clean_daily_mean,polluted_daily_mean,abs_bias,bias_pct,snr
weather:new_york,soil_temperature_7_to_28cm,2024-02-14,1,2.9333,2.9467,0.0134,0.4559,0.0014
weather:new_york,soil_temperature_7_to_28cm,2024-02-18,1,1.6417,1.6471,0.0054,0.3312,0.0006
weather:new_york,soil_temperature_7_to_28cm,2024-02-27,1,4.7042,4.7155,0.0113,0.2404,0.0012
weather:new_york,soil_temperature_7_to_28cm,2024-03-13,1,8.775,8.7565,0.0185,0.2109,0.002
weather:new_york,soil_temperature_7_to_28cm,2024-03-15,1,11.125,11.0749,0.0501,0.4505,0.0054
weather:new_york,soil_temperature_7_to_28cm,2024-04-04,1,6.6375,6.6064,0.0311,0.4692,0.0034
weather:new_york,soil_temperature_7_to_28cm,2024-04-06,1,7.3125,7.2795,0.033,0.4519,0.0036
weather:new_york,soil_temperature_7_to_28cm,2024-04-22,1,10.7167,10.6776,0.0391,0.3647,0.0042
weather:new_york,soil_temperature_7_to_28cm,2024-04-24,1,12.3125,12.3745,0.062,0.5035,0.0067
weather:new_york,soil_temperature_7_to_28cm,2024-05-10,1,15.875,15.9173,0.0423,0.2664,0.0046
weather:new_york,soil_temperature_7_to_28cm,2024-05-31,1,18.9958,19.0658,0.07,0.3683,0.0076
weather:new_york,soil_temperature_7_to_28cm,2024-06-14,1,22.2833,22.1665,0.1169,0.5245,0.0127
weather:new_york,soil_temperature_7_to_28cm,2024-07-13,1,26.0625,26.2193,0.1568,0.6015,0.017
weather:new_york,soil_temperature_7_to_28cm,2024-07-27,1,25.2708,25.3322,0.0614,0.2428,0.0066
weather:new_york,soil_temperature_7_to_28cm,2024-08-02,1,27.2708,27.3774,0.1066,0.3908,0.0116
weather:new_york,soil_temperature_7_to_28cm,2024-08-29,1,25.7,25.633,0.067,0.2607,0.0073
weather:new_york,soil_temperature_7_to_28cm,2024-08-31,1,23.1542,23.0713,0.0829,0.358,0.009
weather:new_york,soil_temperature_7_to_28cm,2024-10-04,3,19.625,19.6929,0.0679,0.3459,0.0074
weather:new_york,soil_temperature_7_to_28cm,2024-10-17,2,14.0625,14.2207,0.1582,1.1251,0.0171
weather:new_york,soil_temperature_7_to_28cm,2024-11-26,1,9.6375,9.6584,0.0209,0.2166,0.0023
weather:new_york,soil_temperature_7_to_28cm,2024-12-31,1,6.1292,6.1575,0.0283,0.4619,0.0031
weather:new_york,soil_temperature_7_to_28cm,2025-01-01,1,6.7917,6.8161,0.0245,0.36,0.0027
weather:new_york,soil_temperature_7_to_28cm,2025-01-09,1,0.1208,0.1206,0.0002,0.184,0.0
weather:new_york,soil_temperature_7_to_28cm,2025-02-05,1,0.6458,0.6445,0.0014,0.211,0.0001
weather:new_york,soil_temperature_7_to_28cm,2025-02-10,1,0.8583,0.8613,0.0029,0.3424,0.0003
weather:new_york,soil_temperature_7_to_28cm,2025-03-01,1,5.8625,5.8732,0.0107,0.1824,0.0012
weather:new_york,soil_temperature_7_to_28cm,2025-03-12,1,7.8292,7.8599,0.0307,0.3923,0.0033
weather:new_york,soil_temperature_7_to_28cm,2025-03-20,1,8.5958,8.6291,0.0333,0.3871,0.0036
weather:new_york,soil_temperature_7_to_28cm,2025-03-22,1,7.2625,7.2949,0.0324,0.4463,0.0035
weather:new_york,soil_temperature_7_to_28cm,2025-03-25,1,7.5083,7.5372,0.0289,0.3846,0.0031
weather:new_york,soil_temperature_7_to_28cm,2025-04-10,1,6.9083,6.8755,0.0328,0.4746,0.0036
weather:new_york,soil_temperature_7_to_28cm,2025-05-10,1,14.8875,14.8411,0.0464,0.3114,0.005
weather:new_york,soil_temperature_7_to_28cm,2025-05-23,1,12.6125,12.6518,0.0393,0.3115,0.0043
weather:new_york,soil_temperature_7_to_28cm,2025-06-07,1,24.5542,24.6604,0.1062,0.4326,0.0115
weather:new_york,soil_temperature_7_to_28cm,2025-06-18,1,19.7208,19.6453,0.0755,0.3829,0.0082
weather:new_york,soil_temperature_7_to_28cm,2025-06-22,1,24.6708,24.7632,0.0923,0.3742,0.01
weather:new_york,soil_temperature_7_to_28cm,2025-07-01,1,27.7,27.8113,0.1113,0.4017,0.0121
weather:new_york,soil_temperature_7_to_28cm,2025-07-23,1,26.4,26.5026,0.1026,0.3885,0.0111
weather:new_york,soil_temperature_7_to_28cm,2025-07-28,1,27.5875,27.4965,0.091,0.3299,0.0099
weather:new_york,soil_temperature_7_to_28cm,2025-08-04,1,23.9,23.8442,0.0558,0.2336,0.006
weather:new_york,soil_temperature_7_to_28cm,2025-08-13,1,28.4208,28.3583,0.0626,0.2201,0.0068
weather:new_york,soil_temperature_7_to_28cm,2025-08-25,2,23.8375,23.6442,0.1933,0.811,0.021
weather:new_york,soil_temperature_7_to_28cm,2025-08-31,1,23.4917,23.5825,0.0909,0.3867,0.0098
weather:new_york,soil_temperature_7_to_28cm,2025-09-25,1,22.05,22.1537,0.1037,0.4702,0.0112
weather:new_york,soil_temperature_7_to_28cm,2025-10-02,1,18.1417,18.2026,0.061,0.336,0.0066
weather:new_york,soil_temperature_7_to_28cm,2025-10-12,1,16.7917,16.7218,0.0698,0.4158,0.0076
weather:new_york,soil_temperature_7_to_28cm,2025-11-15,1,7.6125,7.572,0.0405,0.5319,0.0044
weather:new_york,soil_temperature_7_to_28cm,2025-11-30,1,4.6292,4.6492,0.02,0.4328,0.0022
weather:new_york,soil_temperature_7_to_28cm,2025-12-10,1,2.4167,2.4213,0.0046,0.1906,0.0005
weather:new_york,soil_temperature_7_to_28cm,2025-12-17,1,0.2042,0.2052,0.001,0.5036,0.0001
weather:new_york,soil_temperature_7_to_28cm,2025-12-25,1,2.7542,2.7683,0.0141,0.5126,0.0015
weather:new_york,soil_temperature_7_to_28cm,2026-01-11,1,5.0167,4.9901,0.0265,0.529,0.0029
weather:new_york,soil_temperature_7_to_28cm,2026-01-21,1,-0.3042,-0.3055,0.0014,0.4483,0.0001
weather:new_york,soil_temperature_7_to_28cm,2026-02-04,1,-0.725,-0.7267,0.0017,0.2381,0.0002
weather:new_york,soil_temperature_7_to_28cm,2026-02-28,1,0.6667,0.669,0.0023,0.35,0.0003
weather:new_york,soil_temperature_7_to_28cm,2026-03-01,1,0.6,0.603,0.003,0.5002,0.0003
weather:new_york,soil_temperature_7_to_28cm,2026-03-26,1,8.0208,7.9785,0.0424,0.528,0.0046
weather:new_york,soil_temperature_7_to_28cm,2026-03-31,1,11.7208,11.6895,0.0314,0.2676,0.0034
weather:new_york,soil_temperature_7_to_28cm,2026-04-01,1,14.8375,14.9306,0.0931,0.6275,0.0101
weather:new_york,soil_temperature_7_to_28cm,2026-04-12,1,12.125,12.0482,0.0768,0.6336,0.0083
weather:new_york,soil_temperature_7_to_28cm,2026-04-15,1,18.375,18.4161,0.0411,0.2236,0.0045
weather:new_york,soil_temperature_7_to_28cm,2026-04-17,1,21.2,21.2887,0.0887,0.4183,0.0096
weather:new_york,soil_temperature_7_to_28cm,2026-04-18,1,19.725,19.6738,0.0512,0.2593,0.0055
weather:new_york,soil_temperature_7_to_28cm,2026-04-26,1,10.4917,10.4324,0.0593,0.565,0.0064
weather:new_york,soil_moisture_7_to_28cm,2024-01-01,1,0.3866,0.3856,0.001,0.2575,0.0119
weather:new_york,soil_moisture_7_to_28cm,2024-01-05,1,0.3666,0.3678,0.0012,0.3233,0.0142
weather:new_york,soil_moisture_7_to_28cm,2024-01-11,2,0.4065,0.4054,0.0011,0.2686,0.013
weather:new_york,soil_moisture_7_to_28cm,2024-01-17,1,0.4004,0.399,0.0014,0.3436,0.0164
weather:new_york,soil_moisture_7_to_28cm,2024-01-29,1,0.4176,0.4163,0.0013,0.3136,0.0156
weather:new_york,soil_moisture_7_to_28cm,2024-02-27,1,0.36,0.3608,0.0008,0.2165,0.0093
weather:new_york,soil_moisture_7_to_28cm,2024-03-14,2,0.3837,0.3858,0.0021,0.5495,0.0252
weather:new_york,soil_moisture_7_to_28cm,2024-03-26,1,0.3904,0.3917,0.0013,0.3235,0.0151
weather:new_york,soil_moisture_7_to_28cm,2024-04-01,1,0.3838,0.3827,0.0011,0.2801,0.0128
weather:new_york,soil_moisture_7_to_28cm,2024-04-04,1,0.4235,0.4251,0.0016,0.3763,0.019
weather:new_york,soil_moisture_7_to_28cm,2024-04-21,1,0.3358,0.3367,0.0009,0.2621,0.0105
weather:new_york,soil_moisture_7_to_28cm,2024-04-23,1,0.3232,0.3217,0.0015,0.4581,0.0177
weather:new_york,soil_moisture_7_to_28cm,2024-04-24,1,0.311,0.3098,0.0013,0.4053,0.0151
weather:new_york,soil_moisture_7_to_28cm,2024-05-03,1,0.2541,0.2552,0.0011,0.4432,0.0135
weather:new_york,soil_moisture_7_to_28cm,2024-05-28,1,0.3477,0.3495,0.0018,0.5227,0.0217
weather:new_york,soil_moisture_7_to_28cm,2024-05-31,1,0.314,0.313,0.001,0.3248,0.0122
weather:new_york,soil_moisture_7_to_28cm,2024-07-02,1,0.1688,0.1692,0.0004,0.255,0.0051
weather:new_york,soil_moisture_7_to_28cm,2024-07-05,1,0.1617,0.1621,0.0004,0.2432,0.0047
weather:new_york,soil_moisture_7_to_28cm,2024-07-09,1,0.156,0.1568,0.0009,0.5618,0.0105
weather:new_york,soil_moisture_7_to_28cm,2024-07-30,1,0.1541,0.1547,0.0006,0.3687,0.0068
weather:new_york,soil_moisture_7_to_28cm,2024-07-31,1,0.155,0.1558,0.0008,0.5205,0.0096
weather:new_york,soil_moisture_7_to_28cm,2024-08-01,1,0.1526,0.1517,0.0009,0.6048,0.011
weather:new_york,soil_moisture_7_to_28cm,2024-08-21,1,0.2898,0.291,0.0012,0.4088,0.0142
weather:new_york,soil_moisture_7_to_28cm,2024-08-31,1,0.2444,0.2457,0.0013,0.52,0.0152
weather:new_york,soil_moisture_7_to_28cm,2024-09-01,1,0.2454,0.2443,0.0011,0.448,0.0131
weather:new_york,soil_moisture_7_to_28cm,2024-09-10,1,0.2088,0.2083,0.0006,0.2726,0.0068
weather:new_york,soil_moisture_7_to_28cm,2024-10-01,1,0.1795,0.1791,0.0004,0.2237,0.0048
weather:new_york,soil_moisture_7_to_28cm,2024-10-04,1,0.1772,0.178,0.0008,0.4536,0.0096
weather:new_york,soil_moisture_7_to_28cm,2024-10-29,1,0.1409,0.1405,0.0004,0.2643,0.0044
weather:new_york,soil_moisture_7_to_28cm,2024-11-02,1,0.1362,0.1356,0.0007,0.488,0.0079
weather:new_york,soil_moisture_7_to_28cm,2024-11-19,1,0.22,0.219,0.001,0.4658,0.0122
weather:new_york,soil_moisture_7_to_28cm,2024-12-04,1,0.2561,0.2569,0.0009,0.3337,0.0102
weather:new_york,soil_moisture_7_to_28cm,2024-12-22,1,0.3405,0.3418,0.0013,0.3908,0.0159
weather:new_york,soil_moisture_7_to_28cm,2024-12-31,1,0.353,0.3509,0.0021,0.5853,0.0247
weather:new_york,soil_moisture_7_to_28cm,2025-01-02,1,0.3496,0.3515,0.0019,0.5545,0.0232
weather:new_york,soil_moisture_7_to_28cm,2025-01-07,1,0.3023,0.3032,0.0008,0.2777,0.01
weather:new_york,soil_moisture_7_to_28cm,2025-02-02,1,0.2978,0.2995,0.0017,0.5633,0.02
weather:new_york,soil_moisture_7_to_28cm,2025-03-04,1,0.248,0.249,0.001,0.3891,0.0115
weather:new_york,soil_moisture_7_to_28cm,2025-03-08,1,0.2981,0.2971,0.0011,0.3535,0.0126
weather:new_york,soil_moisture_7_to_28cm,2025-03-28,1,0.3138,0.3145,0.0007,0.2389,0.009
weather:new_york,soil_moisture_7_to_28cm,2025-04-13,1,0.3181,0.3162,0.0019,0.5921,0.0225
weather:new_york,soil_moisture_7_to_28cm,2025-04-20,1,0.2686,0.27,0.0014,0.5226,0.0168
weather:new_york,soil_moisture_7_to_28cm,2025-05-19,1,0.2822,0.2835,0.0012,0.4252,0.0143
weather:new_york,soil_moisture_7_to_28cm,2025-05-23,2,0.2367,0.2361,0.0006,0.2543,0.0072
weather:new_york,soil_moisture_7_to_28cm,2025-06-20,1,0.1464,0.1456,0.0008,0.5357,0.0094
weather:new_york,soil_moisture_7_to_28cm,2025-07-22,1,0.1705,0.1695,0.001,0.605,0.0123
weather:new_york,soil_moisture_7_to_28cm,2025-08-15,1,0.1875,0.188,0.0005,0.2701,0.0061
weather:new_york,soil_moisture_7_to_28cm,2025-08-17,1,0.1816,0.1812,0.0005,0.2496,0.0054
weather:new_york,soil_moisture_7_to_28cm,2025-08-26,1,0.1652,0.1658,0.0006,0.3708,0.0073
weather:new_york,soil_moisture_7_to_28cm,2025-08-31,1,0.162,0.1613,0.0007,0.4508,0.0087
weather:new_york,soil_moisture_7_to_28cm,2025-10-12,2,0.216,0.2137,0.0022,1.0392,0.0268
weather:new_york,soil_moisture_7_to_28cm,2025-10-25,1,0.2355,0.2361,0.0007,0.2775,0.0078
weather:new_york,soil_moisture_7_to_28cm,2025-10-28,1,0.2129,0.2123,0.0006,0.2876,0.0073
weather:new_york,soil_moisture_7_to_28cm,2025-11-15,1,0.1963,0.1956,0.0007,0.3793,0.0089
weather:new_york,soil_moisture_7_to_28cm,2025-11-18,1,0.161,0.1603,0.0007,0.4224,0.0081
weather:new_york,soil_moisture_7_to_28cm,2025-11-22,1,0.1381,0.1389,0.0008,0.56,0.0092
weather:new_york,soil_moisture_7_to_28cm,2025-12-04,1,0.1324,0.1332,0.0008,0.5682,0.009
weather:new_york,soil_moisture_7_to_28cm,2026-01-03,1,0.2133,0.2138,0.0005,0.251,0.0064
weather:new_york,soil_moisture_7_to_28cm,2026-01-05,1,0.214,0.2152,0.0012,0.5476,0.014
weather:new_york,soil_moisture_7_to_28cm,2026-01-21,1,0.2146,0.2156,0.001,0.4687,0.012
weather:new_york,soil_moisture_7_to_28cm,2026-01-22,2,0.214,0.2143,0.0003,0.1499,0.0038
weather:new_york,soil_moisture_7_to_28cm,2026-02-04,1,0.2086,0.208,0.0006,0.3041,0.0076
weather:new_york,soil_moisture_7_to_28cm,2026-03-07,1,0.3746,0.3764,0.0018,0.4811,0.0215
weather:new_york,soil_moisture_7_to_28cm,2026-03-13,1,0.2989,0.2976,0.0013,0.4495,0.0161
weather:new_york,soil_moisture_7_to_28cm,2026-03-30,1,0.2318,0.233,0.0012,0.5212,0.0144
weather:new_york,soil_moisture_7_to_28cm,2026-04-12,1,0.1293,0.1288,0.0005,0.3866,0.006
weather:new_york,soil_moisture_7_to_28cm,2026-04-15,1,0.1274,0.1269,0.0005,0.4009,0.0061
weather:new_york,soil_moisture_7_to_28cm,2026-04-18,1,0.128,0.1276,0.0004,0.3263,0.005
weather:new_york,soil_moisture_7_to_28cm,2026-04-21,1,0.1227,0.1231,0.0004,0.3418,0.005
weather:new_york,soil_moisture_7_to_28cm,2026-04-22,1,0.1224,0.1231,0.0007,0.5567,0.0081
weather:new_york,soil_moisture_7_to_28cm,2026-04-25,1,0.1252,0.1258,0.0007,0.5418,0.0081
weather:paris,temperature_2m,2024-01-14,1,-1.4958,-1.4954,0.0005,0.0305,0.0001
weather:paris,temperature_2m,2024-01-20,1,-3.0292,-3.0132,0.0159,0.5263,0.0026
weather:paris,temperature_2m,2024-01-29,2,7.6125,7.5818,0.0307,0.4038,0.0049
weather:paris,temperature_2m,2024-02-04,1,9.7958,9.7643,0.0316,0.3224,0.0051
weather:paris,temperature_2m,2024-02-16,1,11.9292,11.9622,0.033,0.2766,0.0053
weather:paris,temperature_2m,2024-02-24,1,4.9792,4.9896,0.0105,0.2103,0.0017
weather:paris,temperature_2m,2024-03-15,1,12.9708,12.9135,0.0573,0.4417,0.0092
weather:paris,temperature_2m,2024-03-17,1,11.1167,11.0297,0.087,0.7823,0.014
weather:paris,temperature_2m,2024-03-27,1,8.0042,7.9671,0.0371,0.4633,0.006
weather:paris,temperature_2m,2024-03-29,1,10.4292,10.4563,0.0271,0.2599,0.0044
weather:paris,temperature_2m,2024-04-12,1,15.5083,15.4521,0.0562,0.3625,0.0091
weather:paris,temperature_2m,2024-04-14,1,13.925,13.8886,0.0364,0.2614,0.0059
weather:paris,temperature_2m,2024-05-02,1,11.8792,11.9173,0.0382,0.3212,0.0061
weather:paris,temperature_2m,2024-05-28,1,13.4375,13.4119,0.0256,0.1905,0.0041
weather:paris,temperature_2m,2024-06-13,1,14.5917,14.5153,0.0763,0.5231,0.0123
weather:paris,temperature_2m,2024-06-16,1,15.45,15.4054,0.0446,0.2885,0.0072
weather:paris,temperature_2m,2024-06-19,1,17.6417,17.6908,0.0492,0.2787,0.0079
weather:paris,temperature_2m,2024-06-30,1,18.2833,18.3344,0.0511,0.2794,0.0082
weather:paris,temperature_2m,2024-07-15,1,19.9667,19.9018,0.0649,0.325,0.0104
weather:paris,temperature_2m,2024-08-07,1,20.225,20.1509,0.0741,0.3662,0.0119
weather:paris,temperature_2m,2024-08-09,1,21.7917,21.7037,0.0879,0.4035,0.0142
weather:paris,temperature_2m,2024-08-25,1,16.6833,16.7275,0.0441,0.2645,0.0071
weather:paris,temperature_2m,2024-08-26,1,17.8333,17.9053,0.0719,0.4034,0.0116
weather:paris,temperature_2m,2024-09-03,1,19.5292,19.5707,0.0415,0.2126,0.0067
weather:paris,temperature_2m,2024-09-20,1,16.175,16.2425,0.0675,0.4175,0.0109
weather:paris,temperature_2m,2024-11-04,1,9.2667,9.2165,0.0501,0.5412,0.0081
weather:paris,temperature_2m,2024-11-09,1,10.5708,10.6154,0.0446,0.422,0.0072
weather:paris,temperature_2m,2024-11-11,1,8.7417,8.7901,0.0484,0.5536,0.0078
weather:paris,temperature_2m,2024-11-12,1,8.6625,8.7168,0.0543,0.6263,0.0087
weather:paris,temperature_2m,2024-12-18,1,10.3042,10.346,0.0418,0.4057,0.0067
weather:paris,temperature_2m,2024-12-23,1,5.9708,5.9968,0.026,0.4357,0.0042
weather:paris,temperature_2m,2024-12-27,2,2.0542,2.0462,0.008,0.3892,0.0013
weather:paris,temperature_2m,2024-12-28,1,0.5417,0.5436,0.002,0.3641,0.0003
weather:paris,temperature_2m,2025-01-28,1,7.95,7.9137,0.0363,0.456,0.0058
weather:paris,temperature_2m,2025-02-02,1,1.225,1.2276,0.0026,0.2108,0.0004
weather:paris,temperature_2m,2025-02-03,1,1.1875,1.1787,0.0088,0.743,0.0014
weather:paris,temperature_2m,2025-02-10,1,4.2167,4.1999,0.0167,0.3969,0.0027
weather:paris,temperature_2m,2025-02-15,1,0.725,0.73,0.005,0.6897,0.0008
weather:paris,temperature_2m,2025-02-16,1,1.8917,1.8937,0.002,0.1054,0.0003
weather:paris,temperature_2m,2025-03-06,1,9.2917,9.3554,0.0637,0.686,0.0103
weather:paris,temperature_2m,2025-03-31,1,9.0958,9.1263,0.0305,0.3354,0.0049
weather:paris,temperature_2m,2025-04-08,1,11.5625,11.608,0.0455,0.3937,0.0073
weather:paris,temperature_2m,2025-04-16,1,11.3083,11.3874,0.079,0.699,0.0127
weather:paris,temperature_2m,2025-04-25,1,11.5917,11.6464,0.0548,0.4724,0.0088
weather:paris,temperature_2m,2025-04-30,1,21.2708,21.0941,0.1767,0.8307,0.0285
weather:paris,temperature_2m,2025-05-22,1,13.4,13.4459,0.0459,0.3424,0.0074
weather:paris,temperature_2m,2025-05-30,1,22.525,22.6109,0.0859,0.3813,0.0138
weather:paris,temperature_2m,2025-05-31,1,22.1375,22.2263,0.0888,0.401,0.0143
weather:paris,temperature_2m,2025-06-05,1,15.7458,15.7805,0.0347,0.2201,0.0056
weather:paris,temperature_2m,2025-07-02,1,26.0583,25.9701,0.0882,0.3385,0.0142
weather:paris,temperature_2m,2025-07-17,1,21.2083,21.1587,0.0496,0.2338,0.008
weather:paris,temperature_2m,2025-08-04,1,21.7583,21.6331,0.1252,0.5756,0.0202
weather:paris,temperature_2m,2025-08-23,1,17.425,17.4758,0.0508,0.2916,0.0082
weather:paris,temperature_2m,2025-09-06,1,17.7667,17.8095,0.0429,0.2413,0.0069
weather:paris,temperature_2m,2025-09-09,2,17.6125,17.6029,0.0096,0.0545,0.0015
weather:paris,temperature_2m,2025-09-15,1,18.05,17.9508,0.0992,0.5496,0.016
weather:paris,temperature_2m,2025-09-30,1,13.5917,13.5455,0.0462,0.3397,0.0074
weather:paris,temperature_2m,2025-11-04,1,12.2042,12.2413,0.0371,0.3042,0.006
weather:paris,temperature_2m,2025-11-05,1,13.475,13.4427,0.0323,0.2397,0.0052
weather:paris,temperature_2m,2025-11-09,1,9.2208,9.1508,0.07,0.7593,0.0113
weather:paris,temperature_2m,2025-11-11,1,11.3167,11.2538,0.0629,0.5555,0.0101
weather:paris,temperature_2m,2025-11-23,1,3.325,3.324,0.001,0.0308,0.0002
weather:paris,temperature_2m,2025-12-09,1,11.9,11.8784,0.0216,0.1819,0.0035
weather:paris,temperature_2m,2025-12-19,1,10.5667,10.4902,0.0764,0.7233,0.0123
weather:paris,temperature_2m,2025-12-28,1,0.3792,0.3765,0.0026,0.6935,0.0004
weather:paris,temperature_2m,2026-01-17,1,8.3625,8.3797,0.0172,0.2055,0.0028
weather:paris,temperature_2m,2026-01-20,1,7.4625,7.4825,0.02,0.2675,0.0032
weather:paris,temperature_2m,2026-02-12,1,10.1667,10.1435,0.0232,0.2277,0.0037
weather:paris,temperature_2m,2026-02-14,1,3.3042,3.2929,0.0113,0.3409,0.0018
weather:paris,temperature_2m,2026-02-26,1,13.0708,13.0406,0.0302,0.2312,0.0049
weather:paris,temperature_2m,2026-02-28,1,10.1458,10.1202,0.0256,0.2523,0.0041
weather:paris,temperature_2m,2026-03-06,1,12.35,12.2996,0.0504,0.4083,0.0081
weather:paris,temperature_2m,2026-03-29,1,6.6083,6.6181,0.0098,0.1481,0.0016
weather:paris,temperature_2m,2026-03-31,1,8.3458,8.3879,0.042,0.5038,0.0068
weather:paris,temperature_2m,2026-04-15,1,13.3542,13.3307,0.0235,0.1758,0.0038
weather:paris,temperature_2m,2026-04-16,1,14.5792,14.5431,0.0361,0.2473,0.0058
weather:paris,apparent_temperature,2024-01-29,2,4.9792,5.0144,0.0353,0.708,0.0047
weather:paris,apparent_temperature,2024-02-10,1,5.8708,5.8876,0.0167,0.2851,0.0022
weather:paris,apparent_temperature,2024-02-24,1,0.6042,0.6177,0.0135,2.2401,0.0018
weather:paris,apparent_temperature,2024-03-14,1,8.5333,8.5666,0.0332,0.3895,0.0045
weather:paris,apparent_temperature,2024-03-18,1,11.3708,11.4046,0.0337,0.2967,0.0045
weather:paris,apparent_temperature,2024-03-27,1,3.8625,3.8701,0.0076,0.1958,0.001
weather:paris,apparent_temperature,2024-04-04,1,10.6875,10.7389,0.0514,0.4807,0.0069
weather:paris,apparent_temperature,2024-05-11,1,17.075,17.0303,0.0447,0.2617,0.006
weather:paris,apparent_temperature,2024-05-15,1,13.9708,13.9022,0.0687,0.4916,0.0092
weather:paris,apparent_temperature,2024-05-17,1,13.5042,13.4643,0.0399,0.2954,0.0053
weather:paris,apparent_temperature,2024-05-28,1,11.5792,11.5623,0.0169,0.1461,0.0023
weather:paris,apparent_temperature,2024-06-10,1,10.1375,10.2102,0.0727,0.7176,0.0097
weather:paris,apparent_temperature,2024-06-11,1,10.1917,10.155,0.0366,0.3594,0.0049
weather:paris,apparent_temperature,2024-06-16,1,13.3958,13.3405,0.0553,0.4129,0.0074
weather:paris,apparent_temperature,2024-06-24,1,20.3458,20.2944,0.0514,0.2526,0.0069
weather:paris,apparent_temperature,2024-07-15,1,19.7458,19.6891,0.0567,0.2873,0.0076
weather:paris,apparent_temperature,2024-07-18,1,22.9875,23.0393,0.0518,0.2253,0.0069
weather:paris,apparent_temperature,2024-08-02,1,23.3292,23.2266,0.1025,0.4395,0.0137
weather:paris,apparent_temperature,2024-08-17,1,21.8625,21.95,0.0875,0.4,0.0117
weather:paris,apparent_temperature,2024-08-23,1,19.6458,19.7504,0.1046,0.5323,0.014
weather:paris,apparent_temperature,2024-08-25,1,14.8917,14.8689,0.0228,0.1529,0.0031
weather:paris,apparent_temperature,2024-08-29,1,20.9292,20.8287,0.1004,0.4799,0.0135
weather:paris,apparent_temperature,2024-09-03,1,20.1292,20.0502,0.079,0.3925,0.0106
weather:paris,apparent_temperature,2024-09-10,1,12.2417,12.1988,0.0429,0.3501,0.0057
weather:paris,apparent_temperature,2024-09-19,1,17.2917,17.3908,0.0991,0.5731,0.0133
weather:paris,apparent_temperature,2024-09-23,1,14.5125,14.5859,0.0734,0.5057,0.0098
weather:paris,apparent_temperature,2024-10-05,1,7.9917,7.9526,0.0391,0.4894,0.0052
weather:paris,apparent_temperature,2024-10-31,1,11.2792,11.3269,0.0477,0.4229,0.0064
weather:paris,apparent_temperature,2024-11-04,1,7.9042,7.9315,0.0273,0.3455,0.0037
weather:paris,apparent_temperature,2024-11-12,1,5.0958,5.0755,0.0204,0.3997,0.0027
weather:paris,apparent_temperature,2024-11-30,1,0.2833,0.2929,0.0096,3.3921,0.0013
weather:paris,apparent_temperature,2024-12-18,1,7.5542,7.5456,0.0086,0.114,0.0012
weather:paris,apparent_temperature,2024-12-27,1,-0.375,-0.3805,0.0055,1.4749,0.0007
weather:paris,apparent_temperature,2024-12-30,1,0.6792,0.6853,0.0061,0.8962,0.0008
weather:paris,apparent_temperature,2025-01-13,1,-2.7875,-2.7749,0.0126,0.4506,0.0017
weather:paris,apparent_temperature,2025-01-27,1,5.425,5.4341,0.0091,0.1686,0.0012
weather:paris,apparent_temperature,2025-02-02,1,-1.5792,-1.5925,0.0134,0.8456,0.0018
weather:paris,apparent_temperature,2025-02-03,1,-1.2583,-1.2779,0.0196,1.5582,0.0026
weather:paris,apparent_temperature,2025-02-09,1,2.0083,2.006,0.0023,0.1142,0.0003
weather:paris,apparent_temperature,2025-02-15,1,-2.8958,-2.8744,0.0214,0.7386,0.0029
weather:paris,apparent_temperature,2025-02-22,1,8.5125,8.4584,0.0541,0.6357,0.0073
weather:paris,apparent_temperature,2025-03-01,1,-0.1375,-0.1324,0.0051,3.7442,0.0007
weather:paris,apparent_temperature,2025-03-06,1,6.75,6.7934,0.0434,0.6426,0.0058
weather:paris,apparent_temperature,2025-03-15,1,-0.5583,-0.5381,0.0203,3.6279,0.0027
weather:paris,apparent_temperature,2025-03-18,1,3.0375,3.0375,0.0,0.0,0.0
weather:paris,apparent_temperature,2025-03-22,1,11.5292,11.4632,0.066,0.5723,0.0088
weather:paris,apparent_temperature,2025-04-08,1,8.9,8.9757,0.0757,0.8502,0.0101
weather:paris,apparent_temperature,2025-04-13,1,12.45,12.5028,0.0528,0.4243,0.0071
weather:paris,apparent_temperature,2025-04-16,1,8.7083,8.7462,0.0378,0.4345,0.0051
weather:paris,apparent_temperature,2025-04-30,1,19.6583,19.7463,0.0879,0.4474,0.0118
weather:paris,apparent_temperature,2025-05-04,1,9.2417,9.2161,0.0256,0.2767,0.0034
weather:paris,apparent_temperature,2025-06-25,1,26.4458,26.5302,0.0844,0.319,0.0113
weather:paris,apparent_temperature,2025-07-04,1,19.95,19.8601,0.0899,0.4507,0.0121
weather:paris,apparent_temperature,2025-07-08,1,15.0875,15.1297,0.0422,0.2799,0.0057
weather:paris,apparent_temperature,2025-07-13,1,24.775,24.8866,0.1116,0.4504,0.015
weather:paris,apparent_temperature,2025-07-14,1,22.9833,22.8948,0.0885,0.3851,0.0119
weather:paris,apparent_temperature,2025-07-16,1,19.5833,19.4913,0.092,0.4698,0.0123
weather:paris,apparent_temperature,2025-07-17,1,22.7625,22.6752,0.0873,0.3834,0.0117
weather:paris,apparent_temperature,2025-08-07,1,21.0292,21.1455,0.1163,0.5532,0.0156
weather:paris,apparent_temperature,2025-08-11,1,23.4,23.3366,0.0634,0.2708,0.0085
weather:paris,apparent_temperature,2025-09-09,1,16.8167,16.775,0.0416,0.2476,0.0056
