city,scope,model_name,target_column,precision,recall,f1,f2,n_rows,n_positive_true,n_positive_pred
amsterdam,multivariate,LOF,ALL_FEATURES,0.6698113207547169,0.355,0.46405228758169936,0.39183222958057395,20016,200,106
amsterdam,univariate,LOF,temperature_2m,0.05570839064649243,0.405,0.09794437726723096,0.17968056787932565,20016,200,1454
amsterdam,univariate,LOF,apparent_temperature,0.5303030303030303,0.35,0.42168674698795183,0.37553648068669526,20016,200,132
amsterdam,univariate,LOF,precipitation,0.30434782608695654,0.07,0.11382113821138211,0.08274231678486997,20016,200,46
amsterdam,univariate,HBOS,surface_pressure,0.9859154929577465,0.35,0.5166051660516605,0.4018369690011481,20016,200,71
amsterdam,univariate,LOF,soil_temperature_7_to_28cm,0.8658536585365854,0.355,0.5035460992907801,0.40249433106575966,20016,200,82
amsterdam,univariate,IForest,soil_moisture_7_to_28cm,0.055793991416309016,0.39,0.09762202753441802,0.17743403093721566,20016,200,1398
london,multivariate,LOF,ALL_FEATURES,0.5253164556962026,0.415,0.46368715083798884,0.4331941544885177,20016,200,158
london,univariate,LOF,temperature_2m,0.5445544554455446,0.275,0.3654485049833887,0.3052164261931188,20016,200,101
london,univariate,LOF,apparent_temperature,0.5546875,0.355,0.4329268292682927,0.38254310344827586,20016,200,128
london,univariate,ECOD,precipitation,0.01273148148148148,0.055,0.020676691729323307,0.033052884615384616,20016,200,864
london,univariate,ECOD,surface_pressure,0.8297872340425532,0.39,0.5306122448979592,0.436241610738255,20016,200,94
london,univariate,LOF,soil_temperature_7_to_28cm,0.6956521739130435,0.32,0.4383561643835616,0.35874439461883406,20016,200,92
