number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0205761316872428,2026-05-24 10:53:20.256756,2026-05-24 10:53:22.427322,0 days 00:00:02.170566,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.032467532467532464,2026-05-24 10:53:22.427403,2026-05-24 10:53:22.451677,0 days 00:00:00.024274,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.010245901639344262,2026-05-24 10:53:22.451726,2026-05-24 10:53:22.460708,0 days 00:00:00.008982,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.009354536950420954,2026-05-24 10:53:22.460755,2026-05-24 10:53:23.552655,0 days 00:00:01.091900,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.024875621890547265,2026-05-24 10:53:23.552739,2026-05-24 10:53:23.659522,0 days 00:00:00.106783,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.04,2026-05-24 10:53:23.659592,2026-05-24 10:53:23.682360,0 days 00:00:00.022768,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.02092050209205021,2026-05-24 10:53:23.682404,2026-05-24 10:53:23.692002,0 days 00:00:00.009598,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.03787878787878788,2026-05-24 10:53:23.692048,2026-05-24 10:53:24.862115,0 days 00:00:01.170067,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.02403846153846154,2026-05-24 10:53:24.862196,2026-05-24 10:53:24.968165,0 days 00:00:00.105969,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.019455252918287938,2026-05-24 10:53:24.968222,2026-05-24 10:53:25.177689,0 days 00:00:00.209467,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.05102040816326531,2026-05-24 10:53:25.177769,2026-05-24 10:53:25.234645,0 days 00:00:00.056876,,,0.0014512493598463222,,scale,,,,OCSVM,,0.025971706863207364,COMPLETE
11,0.052083333333333336,2026-05-24 10:53:25.234700,2026-05-24 10:53:25.294493,0 days 00:00:00.059793,,,0.0012277440743282356,,scale,,,,OCSVM,,0.02806056271395425,COMPLETE
12,0.052083333333333336,2026-05-24 10:53:25.294547,2026-05-24 10:53:25.364805,0 days 00:00:00.070258,,,0.0010216264543353166,,scale,,,,OCSVM,,0.03375746637415966,COMPLETE
13,0.052083333333333336,2026-05-24 10:53:25.364851,2026-05-24 10:53:25.673982,0 days 00:00:00.309131,,,0.0011575820632229999,,scale,,,,OCSVM,,0.18312764862554234,COMPLETE
14,0.04807692307692308,2026-05-24 10:53:25.674036,2026-05-24 10:53:25.718696,0 days 00:00:00.044660,,,0.002593925768317523,,scale,,,,OCSVM,,0.019769544417360025,COMPLETE
