number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0,2026-05-24 10:48:23.231963,2026-05-24 10:48:25.397005,0 days 00:00:02.165042,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0,2026-05-24 10:48:25.397083,2026-05-24 10:48:25.436034,0 days 00:00:00.038951,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.010183299389002037,2026-05-24 10:48:25.436080,2026-05-24 10:48:25.445387,0 days 00:00:00.009307,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.02334267040149393,2026-05-24 10:48:25.445447,2026-05-24 10:48:26.538826,0 days 00:00:01.093379,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0,2026-05-24 10:48:26.538905,2026-05-24 10:48:26.644652,0 days 00:00:00.105747,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-24 10:48:26.644724,2026-05-24 10:48:26.692248,0 days 00:00:00.047524,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.01141552511415525,2026-05-24 10:48:26.692302,2026-05-24 10:48:26.711303,0 days 00:00:00.019001,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-24 10:48:26.711348,2026-05-24 10:48:27.901692,0 days 00:00:01.190344,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.0,2026-05-24 10:48:27.901771,2026-05-24 10:48:28.007738,0 days 00:00:00.105967,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.017857142857142856,2026-05-24 10:48:28.007798,2026-05-24 10:48:28.222127,0 days 00:00:00.214329,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 10:48:28.222208,2026-05-24 10:48:29.176949,0 days 00:00:00.954741,elu,256.0,0.0010322851929145003,54.0,,,12.0,0.0024015639024822476,AE,3.0,,COMPLETE
11,0.02700617283950617,2026-05-24 10:48:29.177032,2026-05-24 10:48:29.458407,0 days 00:00:00.281375,elu,512.0,0.19054969780007425,22.0,,,9.0,0.00020156937243694814,VAE,3.0,,COMPLETE
12,0.02237136465324385,2026-05-24 10:48:29.458485,2026-05-24 10:48:30.284711,0 days 00:00:00.826226,elu,256.0,0.19893421618512913,52.0,,,9.0,0.00010636247005317247,AE,3.0,,COMPLETE
13,0.019394879751745538,2026-05-24 10:48:30.284796,2026-05-24 10:48:30.634840,0 days 00:00:00.350044,leaky_relu,512.0,0.19459785229080276,40.0,,,6.0,0.0004563882252621597,AE,3.0,,COMPLETE
14,0.01631321370309951,2026-05-24 10:48:30.634919,2026-05-24 10:48:33.135881,0 days 00:00:02.500962,elu,128.0,0.08658022422090288,76.0,,,13.0,0.00022406949228303947,VAE,2.0,,COMPLETE
