number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.4646017699115044,2026-05-24 10:52:57.758317,2026-05-24 10:52:59.878714,0 days 00:00:02.120397,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.7291666666666666,2026-05-24 10:52:59.878795,2026-05-24 10:52:59.936229,0 days 00:00:00.057434,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.22580645161290322,2026-05-24 10:52:59.936286,2026-05-24 10:52:59.944690,0 days 00:00:00.008404,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.10214007782101167,2026-05-24 10:52:59.944737,2026-05-24 10:53:01.034351,0 days 00:00:01.089614,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.625,2026-05-24 10:53:01.034430,2026-05-24 10:53:01.140229,0 days 00:00:00.105799,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.8333333333333334,2026-05-24 10:53:01.140308,2026-05-24 10:53:01.200775,0 days 00:00:00.060467,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.1440329218106996,2026-05-24 10:53:01.200821,2026-05-24 10:53:01.233715,0 days 00:00:00.032894,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.8974358974358975,2026-05-24 10:53:01.233767,2026-05-24 10:53:02.421389,0 days 00:00:01.187622,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.5384615384615384,2026-05-24 10:53:02.421472,2026-05-24 10:53:02.527941,0 days 00:00:00.106469,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.4117647058823529,2026-05-24 10:53:02.528008,2026-05-24 10:53:02.741444,0 days 00:00:00.213436,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.3763440860215054,2026-05-24 10:53:02.741524,2026-05-24 10:53:04.256537,0 days 00:00:01.515013,leaky_relu,256.0,0.001454180104792578,86.0,,,12.0,0.0014138916628611978,VAE,2.0,,COMPLETE
11,0.3,2026-05-24 10:53:04.256621,2026-05-24 10:53:05.352644,0 days 00:00:01.096023,relu,256.0,0.0038462545758740515,67.0,,,8.0,0.0008339253963206758,VAE,2.0,,COMPLETE
12,0.9051724137931034,2026-05-24 10:53:05.352725,2026-05-24 10:53:05.427782,0 days 00:00:00.075057,,,0.005747473954395584,,scale,,,,OCSVM,,0.02588682656074846,COMPLETE
13,0.7339449541284404,2026-05-24 10:53:05.427836,2026-05-24 10:53:08.082073,0 days 00:00:02.654237,relu,128.0,0.0031752537980071945,65.0,,,15.0,0.0007010478624133058,VAE,3.0,,COMPLETE
14,0.22727272727272727,2026-05-24 10:53:08.082154,2026-05-24 10:53:08.391783,0 days 00:00:00.309629,elu,256.0,0.001042073374139197,45.0,,,4.0,0.0027955059184007138,AE,1.0,,COMPLETE
