number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.04524886877828054,2026-05-24 10:53:08.586076,2026-05-24 10:53:10.688974,0 days 00:00:02.102898,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.034013605442176874,2026-05-24 10:53:10.689091,2026-05-24 10:53:10.710703,0 days 00:00:00.021612,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.02044989775051125,2026-05-24 10:53:10.710763,2026-05-24 10:53:10.719738,0 days 00:00:00.008975,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.014866204162537165,2026-05-24 10:53:10.719786,2026-05-24 10:53:11.810784,0 days 00:00:01.090998,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0546448087431694,2026-05-24 10:53:11.810864,2026-05-24 10:53:11.917929,0 days 00:00:00.107065,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.040983606557377046,2026-05-24 10:53:11.918002,2026-05-24 10:53:11.938211,0 days 00:00:00.020209,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.03409090909090909,2026-05-24 10:53:11.938256,2026-05-24 10:53:11.947823,0 days 00:00:00.009567,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.07874015748031496,2026-05-24 10:53:11.947869,2026-05-24 10:53:13.118912,0 days 00:00:01.171043,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.04830917874396135,2026-05-24 10:53:13.118991,2026-05-24 10:53:13.225652,0 days 00:00:00.106661,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.06072874493927125,2026-05-24 10:53:13.225712,2026-05-24 10:53:13.435444,0 days 00:00:00.209732,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 10:53:13.435523,2026-05-24 10:53:14.952525,0 days 00:00:01.517002,leaky_relu,256.0,0.001454180104792578,86.0,,,12.0,0.0014138916628611978,VAE,2.0,,COMPLETE
11,0.08849557522123894,2026-05-24 10:53:14.952606,2026-05-24 10:53:15.129015,0 days 00:00:00.176409,relu,512.0,0.003409516149612066,22.0,,,8.0,0.00044345986776480955,VAE,1.0,,COMPLETE
12,0.09345794392523364,2026-05-24 10:53:15.129089,2026-05-24 10:53:16.268004,0 days 00:00:01.138915,relu,256.0,0.0031716673470678675,69.0,,,6.0,0.0007185207399071083,VAE,2.0,,COMPLETE
13,0.04950495049504951,2026-05-24 10:53:16.268088,2026-05-24 10:53:16.781180,0 days 00:00:00.513092,relu,512.0,0.0020909920844634274,53.0,,,6.0,0.0011116579992116113,VAE,2.0,,COMPLETE
14,0.08849557522123894,2026-05-24 10:53:16.781265,2026-05-24 10:53:18.583156,0 days 00:00:01.801891,relu,128.0,0.0035960452371579777,48.0,,,8.0,0.0006923579940218592,VAE,3.0,,COMPLETE
