number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.022935779816513763,2026-05-24 10:54:24.653184,2026-05-24 10:54:26.763960,0 days 00:00:02.110776,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0390625,2026-05-24 10:54:26.764041,2026-05-24 10:54:26.782092,0 days 00:00:00.018051,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.030800821355236138,2026-05-24 10:54:26.782144,2026-05-24 10:54:26.791112,0 days 00:00:00.008968,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.014423076923076924,2026-05-24 10:54:26.791171,2026-05-24 10:54:27.886625,0 days 00:00:01.095454,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.050761421319796954,2026-05-24 10:54:27.886706,2026-05-24 10:54:28.005272,0 days 00:00:00.118566,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.050505050505050504,2026-05-24 10:54:28.005346,2026-05-24 10:54:28.022255,0 days 00:00:00.016909,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.043668122270742356,2026-05-24 10:54:28.022301,2026-05-24 10:54:28.030798,0 days 00:00:00.008497,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.04424778761061947,2026-05-24 10:54:28.030844,2026-05-24 10:54:29.193055,0 days 00:00:01.162211,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.04830917874396135,2026-05-24 10:54:29.193137,2026-05-24 10:54:29.298968,0 days 00:00:00.105831,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.01984126984126984,2026-05-24 10:54:29.299024,2026-05-24 10:54:29.507680,0 days 00:00:00.208656,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 10:54:29.507758,2026-05-24 10:54:29.651881,0 days 00:00:00.144123,leaky_relu,512.0,0.0015200809077270817,21.0,,,16.0,0.006536264082965736,AE,2.0,,COMPLETE
11,0.05102040816326531,2026-05-24 10:54:29.651957,2026-05-24 10:54:29.996028,0 days 00:00:00.344071,tanh,512.0,0.003409516149612066,46.0,,,11.0,0.009634050380006358,AE,2.0,,COMPLETE
12,0.06329113924050633,2026-05-24 10:54:29.996111,2026-05-24 10:54:30.358130,0 days 00:00:00.362019,tanh,512.0,0.0020270781790489314,45.0,,,11.0,0.009942964949599724,AE,2.0,,COMPLETE
13,0.0641025641025641,2026-05-24 10:54:30.358212,2026-05-24 10:54:30.726315,0 days 00:00:00.368103,tanh,512.0,0.001765662003013001,50.0,,,10.0,0.002293902206222694,AE,2.0,,COMPLETE
14,0.0641025641025641,2026-05-24 10:54:30.726397,2026-05-24 10:54:31.249683,0 days 00:00:00.523286,tanh,512.0,0.0012150313730923377,50.0,,,10.0,0.0019530086863240373,AE,3.0,,COMPLETE
