number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.5208333333333334,2026-05-24 10:50:28.141310,2026-05-24 10:50:30.295452,0 days 00:00:02.154142,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.7371794871794872,2026-05-24 10:50:30.295532,2026-05-24 10:50:30.355016,0 days 00:00:00.059484,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.24509803921568626,2026-05-24 10:50:30.355074,2026-05-24 10:50:30.364111,0 days 00:00:00.009037,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.10595358224016145,2026-05-24 10:50:30.364159,2026-05-24 10:50:31.452257,0 days 00:00:01.088098,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.6510416666666666,2026-05-24 10:50:31.452338,2026-05-24 10:50:31.566353,0 days 00:00:00.114015,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.8088235294117647,2026-05-24 10:50:31.566436,2026-05-24 10:50:31.610247,0 days 00:00:00.043811,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.21052631578947367,2026-05-24 10:50:31.610300,2026-05-24 10:50:31.649549,0 days 00:00:00.039249,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.9057971014492754,2026-05-24 10:50:31.649599,2026-05-24 10:50:32.823767,0 days 00:00:01.174168,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.6127450980392157,2026-05-24 10:50:32.823845,2026-05-24 10:50:32.931202,0 days 00:00:00.107357,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.45787545787545786,2026-05-24 10:50:32.931262,2026-05-24 10:50:33.142008,0 days 00:00:00.210746,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.45454545454545453,2026-05-24 10:50:33.142086,2026-05-24 10:50:34.655400,0 days 00:00:01.513314,leaky_relu,256.0,0.001454180104792578,86.0,,,12.0,0.0014138916628611978,VAE,2.0,,COMPLETE
11,0.45454545454545453,2026-05-24 10:50:34.655481,2026-05-24 10:50:35.739580,0 days 00:00:01.084099,relu,256.0,0.0038462545758740515,67.0,,,8.0,0.0008339253963206758,VAE,2.0,,COMPLETE
12,0.946969696969697,2026-05-24 10:50:35.739663,2026-05-24 10:50:35.820573,0 days 00:00:00.080910,,,0.005747473954395584,,scale,,,,OCSVM,,0.02588682656074846,COMPLETE
13,0.7203389830508474,2026-05-24 10:50:35.820632,2026-05-24 10:50:38.472854,0 days 00:00:02.652222,relu,128.0,0.0031752537980071945,65.0,,,15.0,0.0007010478624133058,VAE,3.0,,COMPLETE
14,0.37037037037037035,2026-05-24 10:50:38.472933,2026-05-24 10:50:38.780111,0 days 00:00:00.307178,elu,256.0,0.001042073374139197,45.0,,,4.0,0.0027955059184007138,AE,1.0,,COMPLETE
