number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.035211267605633804,2026-05-24 10:48:33.560930,2026-05-24 10:48:35.720616,0 days 00:00:02.159686,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.030303030303030304,2026-05-24 10:48:35.720695,2026-05-24 10:48:35.756226,0 days 00:00:00.035531,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.02835538752362949,2026-05-24 10:48:35.756277,2026-05-24 10:48:35.765467,0 days 00:00:00.009190,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.032679738562091505,2026-05-24 10:48:35.765525,2026-05-24 10:48:36.876332,0 days 00:00:01.110807,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.022026431718061675,2026-05-24 10:48:36.876414,2026-05-24 10:48:36.992584,0 days 00:00:00.116170,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-24 10:48:36.992663,2026-05-24 10:48:37.027304,0 days 00:00:00.034641,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.01059322033898305,2026-05-24 10:48:37.027352,2026-05-24 10:48:37.041880,0 days 00:00:00.014528,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-24 10:48:37.041927,2026-05-24 10:48:38.216649,0 days 00:00:01.174722,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.03968253968253968,2026-05-24 10:48:38.216733,2026-05-24 10:48:38.322772,0 days 00:00:00.106039,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.01639344262295082,2026-05-24 10:48:38.322834,2026-05-24 10:48:38.533496,0 days 00:00:00.210662,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 10:48:38.533571,2026-05-24 10:48:38.768737,0 days 00:00:00.235166,,,0.0015200809077270817,,float,0.012435961311605835,,,OCSVM,,0.13357624993799852,COMPLETE
11,0.0,2026-05-24 10:48:38.768799,2026-05-24 10:48:41.524067,0 days 00:00:02.755268,leaky_relu,128.0,0.0025776795104195563,96.0,,,4.0,0.002272519400606342,VAE,2.0,,COMPLETE
12,0.03003003003003003,2026-05-24 10:48:41.524148,2026-05-24 10:48:43.409071,0 days 00:00:01.884923,tanh,128.0,0.033599155452551495,61.0,,,5.0,0.0001036400945154432,VAE,2.0,,COMPLETE
13,0.026041666666666668,2026-05-24 10:48:43.409157,2026-05-24 10:48:47.147674,0 days 00:00:03.738517,tanh,128.0,0.014388365731958092,100.0,,,8.0,0.001081440662876616,VAE,3.0,,COMPLETE
14,0.022354694485842028,2026-05-24 10:48:47.147758,2026-05-24 10:48:48.092068,0 days 00:00:00.944310,leaky_relu,128.0,0.19932553932270766,75.0,,,7.0,0.0006337411963587618,AE,1.0,,COMPLETE
