number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_tol,state
0,0.35353535353535354,2026-04-28 11:39:15.007564,2026-04-28 11:39:15.029407,0 days 00:00:00.021843,,0.002285325525633921,71.0,,LOF,,,10.0,,COMPLETE
1,0.0,2026-04-28 11:39:15.029589,2026-04-28 11:39:15.038273,0 days 00:00:00.008684,,0.0030803400529839683,,,COPOD,,,,,COMPLETE
2,0.0,2026-04-28 11:39:15.038416,2026-04-28 11:39:15.047327,0 days 00:00:00.008911,,0.004678719265016202,,,COPOD,,,,,COMPLETE
3,0.009009009009009009,2026-04-28 11:39:15.047526,2026-04-28 11:39:15.279532,0 days 00:00:00.232006,,0.06407866261851013,,0.6599641068895281,IForest,,80.0,,,COMPLETE
4,0.038872691933916424,2026-04-28 11:39:15.279708,2026-04-28 11:39:15.284707,0 days 00:00:00.004999,0.40611470057706595,0.15255065745117377,,,HBOS,49.0,,,0.30892170379736505,COMPLETE
5,0.0,2026-04-28 11:39:15.284834,2026-04-28 11:39:15.349268,0 days 00:00:00.064434,,0.0011998556988857205,28.0,,LOF,,,92.0,,COMPLETE
6,0.03187250996015936,2026-04-28 11:39:15.349451,2026-04-28 11:39:15.808403,0 days 00:00:00.458952,,0.17023282716867383,,0.9576492590949324,IForest,,167.0,,,COMPLETE
7,0.0,2026-04-28 11:39:15.808587,2026-04-28 11:39:15.813312,0 days 00:00:00.004725,0.2004518719478462,0.0012707770074499693,,,HBOS,19.0,,,0.28064667700781154,COMPLETE
8,0.0,2026-04-28 11:39:15.813439,2026-04-28 11:39:16.002305,0 days 00:00:00.188866,,0.07012604000905368,,0.990820855620362,IForest,,61.0,,,COMPLETE
9,0.012437810945273632,2026-04-28 11:39:16.002492,2026-04-28 11:39:16.012007,0 days 00:00:00.009515,,0.04758470274910409,,,COPOD,,,,,COMPLETE
10,0.7371794871794872,2026-04-28 11:39:16.012163,2026-04-28 11:39:16.035881,0 days 00:00:00.023718,,0.012278360049275504,77.0,,LOF,,,5.0,,COMPLETE
11,0.7232704402515723,2026-04-28 11:39:16.036083,2026-04-28 11:39:16.060528,0 days 00:00:00.024445,,0.012863636468880696,79.0,,LOF,,,6.0,,COMPLETE
12,0.0,2026-04-28 11:39:16.060720,2026-04-28 11:39:16.071664,0 days 00:00:00.010944,,0.011334291779669579,,,ECOD,,,,,COMPLETE
13,0.7232704402515723,2026-04-28 11:39:16.071870,2026-04-28 11:39:16.096763,0 days 00:00:00.024893,,0.014760471569989502,80.0,,LOF,,,6.0,,COMPLETE
14,0.13440860215053763,2026-04-28 11:39:16.096945,2026-04-28 11:39:16.134907,0 days 00:00:00.037962,,0.014489188468155959,57.0,,LOF,,,30.0,,COMPLETE
15,0.0,2026-04-28 11:39:16.135103,2026-04-28 11:39:16.189082,0 days 00:00:00.053979,,0.007795893358622733,80.0,,LOF,,,52.0,,COMPLETE
16,0.0,2026-04-28 11:39:16.189310,2026-04-28 11:39:16.202044,0 days 00:00:00.012734,,0.027513092673650832,,,ECOD,,,,,COMPLETE
17,0.11589403973509933,2026-04-28 11:39:16.202272,2026-04-28 11:39:16.238337,0 days 00:00:00.036065,,0.03311073725242975,55.0,,LOF,,,29.0,,COMPLETE
18,0.7666666666666667,2026-04-28 11:39:16.238580,2026-04-28 11:39:16.259756,0 days 00:00:00.021176,,0.006674619025368454,17.0,,LOF,,,5.0,,COMPLETE
19,0.14084507042253522,2026-04-28 11:39:16.259986,2026-04-28 11:39:16.296963,0 days 00:00:00.036977,,0.006026729723154482,12.0,,LOF,,,34.0,,COMPLETE
20,0.0,2026-04-28 11:39:16.297181,2026-04-28 11:39:16.307828,0 days 00:00:00.010647,,0.003101606675346204,,,ECOD,,,,,COMPLETE
21,0.7278481012658228,2026-04-28 11:39:16.307981,2026-04-28 11:39:16.329542,0 days 00:00:00.021561,,0.02391682995171255,34.0,,LOF,,,7.0,,COMPLETE
22,0.44573643410852715,2026-04-28 11:39:16.329725,2026-04-28 11:39:16.354733,0 days 00:00:00.025008,,0.021154863635591208,32.0,,LOF,,,15.0,,COMPLETE
23,0.18382352941176472,2026-04-28 11:39:16.354938,2026-04-28 11:39:16.383218,0 days 00:00:00.028280,,0.007013566731196421,10.0,,LOF,,,21.0,,COMPLETE
24,0.03875968992248062,2026-04-28 11:39:16.383388,2026-04-28 11:39:16.448909,0 days 00:00:00.065521,,0.02227376158187062,32.0,,LOF,,,84.0,,COMPLETE
