number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_gamma,params_kernel,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_nu,params_tol,state
0,0.0,2026-04-18 17:11:04.527017,2026-04-18 17:11:04.535206,0 days 00:00:00.008189,,0.0021852986613813824,,,23.0,,LOF,,,21.0,,,COMPLETE
1,0.07692307692307693,2026-04-18 17:11:04.535324,2026-04-18 17:11:04.994928,0 days 00:00:00.459604,,0.12900672532880805,,,,0.5274034664069657,IForest,,350.0,,,,COMPLETE
2,0.0,2026-04-18 17:11:04.995127,2026-04-18 17:11:04.998264,0 days 00:00:00.003137,0.3253338026250708,0.008708668905847936,,,,,HBOS,15.0,,,,0.21159508852163347,COMPLETE
3,0.0,2026-04-18 17:11:04.998381,2026-04-18 17:11:05.001133,0 days 00:00:00.002752,0.3165865559879191,0.0027196209124940936,,,,,HBOS,23.0,,,,0.13716033017599819,COMPLETE
4,0.08280254777070063,2026-04-18 17:11:05.001236,2026-04-18 17:11:05.004196,0 days 00:00:00.002960,0.18707619612801682,0.12627094381908754,,,,,HBOS,34.0,,,,0.1781376912051071,COMPLETE
5,0.0,2026-04-18 17:11:05.004326,2026-04-18 17:11:05.503598,0 days 00:00:00.499272,,0.0011880440954237588,,,,0.5552679889600102,IForest,,373.0,,,,COMPLETE
6,0.0,2026-04-18 17:11:05.503791,2026-04-18 17:11:06.062367,0 days 00:00:00.558576,,0.0025249929209194928,,,,0.8650796940166687,IForest,,391.0,,,,COMPLETE
7,0.0,2026-04-18 17:11:06.062554,2026-04-18 17:11:06.259887,0 days 00:00:00.197333,,0.0015580011008764533,,,,0.4271363733463229,IForest,,158.0,,,,COMPLETE
8,0.0,2026-04-18 17:11:06.260059,2026-04-18 17:11:06.263104,0 days 00:00:00.003045,0.2942132374212118,0.005974860857012641,,,,,HBOS,15.0,,,,0.21273937997981013,COMPLETE
9,0.0,2026-04-18 17:11:06.263229,2026-04-18 17:11:06.452620,0 days 00:00:00.189391,,0.002706596136940912,0.08241925264876443,sigmoid,,,OCSVM,,,,0.2856743641005707,,COMPLETE
10,0.08387096774193549,2026-04-18 17:11:06.452813,2026-04-18 17:11:06.475138,0 days 00:00:00.022325,,0.10709305396188736,0.00012738199266969165,rbf,,,OCSVM,,,,0.017005131489779723,,COMPLETE
11,0.08522727272727272,2026-04-18 17:11:06.475289,2026-04-18 17:11:06.503047,0 days 00:00:00.027758,,0.13412932717826181,0.00011200687440843911,rbf,,,OCSVM,,,,0.02340327681311205,,COMPLETE
12,0.011627906976744186,2026-04-18 17:11:06.503228,2026-04-18 17:11:06.530630,0 days 00:00:00.027402,,0.0423056096675609,0.00011682022185484309,rbf,,,OCSVM,,,,0.02315905533304593,,COMPLETE
13,0.012738853503184714,2026-04-18 17:11:06.530775,2026-04-18 17:11:06.547956,0 days 00:00:00.017181,,0.03171498570317026,0.00010335565115964224,rbf,,,OCSVM,,,,0.011683057028475346,,COMPLETE
14,0.0213903743315508,2026-04-18 17:11:06.548087,2026-04-18 17:11:06.672763,0 days 00:00:00.124676,,0.0525933540237383,0.0014964792495358844,rbf,,,OCSVM,,,,0.12701910051365511,,COMPLETE
15,0.014705882352941176,2026-04-18 17:11:06.672959,2026-04-18 17:11:06.787157,0 days 00:00:00.114198,,0.021338459417836846,0.0019113996643514053,rbf,,,OCSVM,,,,0.11751260155109113,,COMPLETE
16,0.05555555555555555,2026-04-18 17:11:06.787328,2026-04-18 17:11:06.809081,0 days 00:00:00.021753,,0.07647600071304322,,,80.0,,LOF,,,70.0,,,COMPLETE
17,0.015384615384615385,2026-04-18 17:11:06.809236,2026-04-18 17:11:07.166501,0 days 00:00:00.357265,,0.017944390991378577,0.0005508571077477068,rbf,,,OCSVM,,,,0.3864817989655277,,COMPLETE
18,0.041666666666666664,2026-04-18 17:11:07.166683,2026-04-18 17:11:07.250232,0 days 00:00:00.083549,,0.07476647077103359,0.02701460554154712,sigmoid,,,OCSVM,,,,0.1162023362818974,,COMPLETE
19,0.0906515580736544,2026-04-18 17:11:07.250438,2026-04-18 17:11:07.269520,0 days 00:00:00.019082,,0.13992252615407327,0.5626581804928742,rbf,,,OCSVM,,,,0.010712933698838974,,COMPLETE
20,0.03319502074688797,2026-04-18 17:11:07.269669,2026-04-18 17:11:07.291565,0 days 00:00:00.021896,,0.06810423499268863,,,57.0,,LOF,,,79.0,,,COMPLETE
21,0.05917159763313609,2026-04-18 17:11:07.291709,2026-04-18 17:11:07.312687,0 days 00:00:00.020978,,0.14020363189484317,0.9015907122538865,rbf,,,OCSVM,,,,0.010133297967365016,,COMPLETE
22,0.023346303501945526,2026-04-18 17:11:07.312839,2026-04-18 17:11:07.387459,0 days 00:00:00.074620,,0.08548270687974269,0.5975752301513876,rbf,,,OCSVM,,,,0.07079643098227864,,COMPLETE
23,0.011627906976744186,2026-04-18 17:11:07.387631,2026-04-18 17:11:07.589487,0 days 00:00:00.201856,,0.03892249493131767,0.00031243942585134276,rbf,,,OCSVM,,,,0.20617261677544277,,COMPLETE
24,0.07168458781362007,2026-04-18 17:11:07.589672,2026-04-18 17:11:07.657985,0 days 00:00:00.068313,,0.09458818199548238,0.005763010885704819,rbf,,,OCSVM,,,,0.06633681627051664,,COMPLETE
25,0.012903225806451613,2026-04-18 17:11:07.658151,2026-04-18 17:11:07.716189,0 days 00:00:00.058038,,0.027171209883802866,0.15405243276162153,sigmoid,,,OCSVM,,,,0.06848251241337176,,COMPLETE
26,0.021052631578947368,2026-04-18 17:11:07.716367,2026-04-18 17:11:07.888474,0 days 00:00:00.172107,,0.05445467334904277,0.0004521581952158826,rbf,,,OCSVM,,,,0.18094348166194987,,COMPLETE
27,0.08465608465608465,2026-04-18 17:11:07.888677,2026-04-18 17:11:07.949607,0 days 00:00:00.060930,,0.1459052892077842,0.007560173009074915,rbf,,,OCSVM,,,,0.056180283348159346,,COMPLETE
28,0.15517241379310345,2026-04-18 17:11:07.949791,2026-04-18 17:11:07.961235,0 days 00:00:00.011444,,0.14450714961273134,,,20.0,,LOF,,,14.0,,,COMPLETE
29,0.017699115044247787,2026-04-18 17:11:07.961389,2026-04-18 17:11:07.972433,0 days 00:00:00.011044,,0.011279760337626087,,,24.0,,LOF,,,11.0,,,COMPLETE
