number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_gamma,params_kernel,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_nu,params_tol,state
0,0.0,2026-04-18 17:11:08.241173,2026-04-18 17:11:08.249725,0 days 00:00:00.008552,,0.0021852986613813824,,,23.0,,LOF,,,21.0,,,COMPLETE
1,0.12137203166226913,2026-04-18 17:11:08.249878,2026-04-18 17:11:08.707732,0 days 00:00:00.457854,,0.12900672532880805,,,,0.5274034664069657,IForest,,350.0,,,,COMPLETE
2,0.0,2026-04-18 17:11:08.707907,2026-04-18 17:11:08.710836,0 days 00:00:00.002929,0.3253338026250708,0.008708668905847936,,,,,HBOS,15.0,,,,0.21159508852163347,COMPLETE
3,0.0,2026-04-18 17:11:08.710945,2026-04-18 17:11:08.713622,0 days 00:00:00.002677,0.3165865559879191,0.0027196209124940936,,,,,HBOS,23.0,,,,0.13716033017599819,COMPLETE
4,0.12650602409638553,2026-04-18 17:11:08.713721,2026-04-18 17:11:08.716386,0 days 00:00:00.002665,0.18707619612801682,0.12627094381908754,,,,,HBOS,34.0,,,,0.1781376912051071,COMPLETE
5,0.06,2026-04-18 17:11:08.716487,2026-04-18 17:11:09.209218,0 days 00:00:00.492731,,0.0011880440954237588,,,,0.5552679889600102,IForest,,373.0,,,,COMPLETE
6,0.0594059405940594,2026-04-18 17:11:09.209408,2026-04-18 17:11:09.775045,0 days 00:00:00.565637,,0.0025249929209194928,,,,0.8650796940166687,IForest,,391.0,,,,COMPLETE
7,0.0594059405940594,2026-04-18 17:11:09.775223,2026-04-18 17:11:09.968811,0 days 00:00:00.193588,,0.0015580011008764533,,,,0.4271363733463229,IForest,,158.0,,,,COMPLETE
8,0.0,2026-04-18 17:11:09.968981,2026-04-18 17:11:09.971863,0 days 00:00:00.002882,0.2942132374212118,0.005974860857012641,,,,,HBOS,15.0,,,,0.21273937997981013,COMPLETE
9,0.04040404040404041,2026-04-18 17:11:09.971978,2026-04-18 17:11:10.156616,0 days 00:00:00.184638,,0.002706596136940912,0.08241925264876443,sigmoid,,,OCSVM,,,,0.2856743641005707,,COMPLETE
10,0.11636363636363636,2026-04-18 17:11:10.156774,2026-04-18 17:11:10.178462,0 days 00:00:00.021688,,0.10709305396188736,0.00012738199266969165,rbf,,,OCSVM,,,,0.017005131489779723,,COMPLETE
11,0.09042553191489362,2026-04-18 17:11:10.178598,2026-04-18 17:11:10.201978,0 days 00:00:00.023380,,0.13874968155744727,,,77.0,,LOF,,,78.0,,,COMPLETE
12,0.0962566844919786,2026-04-18 17:11:10.202142,2026-04-18 17:11:10.591678,0 days 00:00:00.389536,,0.04303691834216673,,,,0.6774067518529873,IForest,,276.0,,,,COMPLETE
13,0.07894736842105263,2026-04-18 17:11:10.591887,2026-04-18 17:11:10.599259,0 days 00:00:00.007372,0.058083808327474395,0.036771896235456576,,,,,HBOS,38.0,,,,0.8828608028738248,COMPLETE
14,0.11374407582938388,2026-04-18 17:11:10.599381,2026-04-18 17:11:11.059777,0 days 00:00:00.460396,,0.051017847643284056,,,,0.9884981130560856,IForest,,296.0,,,,COMPLETE
15,0.07042253521126761,2026-04-18 17:11:11.059962,2026-04-18 17:11:11.067366,0 days 00:00:00.007404,0.10210815052932311,0.026320483007575765,,,,,HBOS,39.0,,,,0.5136010781213356,COMPLETE
16,0.10852713178294573,2026-04-18 17:11:11.067489,2026-04-18 17:11:11.085590,0 days 00:00:00.018101,,0.07597170626681614,,,53.0,,LOF,,,59.0,,,COMPLETE
17,0.08403361344537816,2026-04-18 17:11:11.085743,2026-04-18 17:11:11.451766,0 days 00:00:00.366023,,0.018584698152125233,0.9674803505515404,rbf,,,OCSVM,,,,0.39668058297111974,,COMPLETE
18,0.128,2026-04-18 17:11:11.451940,2026-04-18 17:11:11.665370,0 days 00:00:00.213430,,0.07616248418145932,,,,0.40340797752043095,IForest,,169.0,,,,COMPLETE
19,0.10434782608695652,2026-04-18 17:11:11.665533,2026-04-18 17:11:11.673144,0 days 00:00:00.007611,0.46556762025122855,0.07710035533564481,,,,,HBOS,28.0,,,,0.4709056259822392,COMPLETE
20,0.09917355371900827,2026-04-18 17:11:11.673265,2026-04-18 17:11:11.806174,0 days 00:00:00.132909,,0.016497452474811058,,,,0.4065935135462628,IForest,,101.0,,,,COMPLETE
21,0.13231552162849872,2026-04-18 17:11:11.806359,2026-04-18 17:11:12.084913,0 days 00:00:00.278554,,0.1407640706369379,,,,0.5547221866262999,IForest,,204.0,,,,COMPLETE
22,0.125,2026-04-18 17:11:12.085090,2026-04-18 17:11:12.350066,0 days 00:00:00.264976,,0.07053560734006083,,,,0.585811567633961,IForest,,193.0,,,,COMPLETE
