number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0,2026-05-26 00:12:01.822909,2026-05-26 00:12:03.961832,0 days 00:00:02.138923,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0,2026-05-26 00:12:03.961913,2026-05-26 00:12:04.003470,0 days 00:00:00.041557,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.010040160642570281,2026-05-26 00:12:04.003516,2026-05-26 00:12:04.012401,0 days 00:00:00.008885,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.004945598417408506,2026-05-26 00:12:04.012446,2026-05-26 00:12:05.101466,0 days 00:00:01.089020,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0,2026-05-26 00:12:05.101547,2026-05-26 00:12:05.208581,0 days 00:00:00.107034,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-26 00:12:05.208656,2026-05-26 00:12:05.250355,0 days 00:00:00.041699,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.011185682326621925,2026-05-26 00:12:05.250413,2026-05-26 00:12:05.266639,0 days 00:00:00.016226,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-26 00:12:05.266690,2026-05-26 00:12:06.437613,0 days 00:00:01.170923,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.0,2026-05-26 00:12:06.437694,2026-05-26 00:12:06.543628,0 days 00:00:00.105934,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.0,2026-05-26 00:12:06.543686,2026-05-26 00:12:06.765296,0 days 00:00:00.221610,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-26 00:12:06.765371,2026-05-26 00:12:06.824034,0 days 00:00:00.058663,,,0.0010322851929145003,,float,1.6477393920512946,,,OCSVM,,0.0010407983813368587,COMPLETE
11,0.012224938875305624,2026-05-26 00:12:06.824092,2026-05-26 00:12:06.834577,0 days 00:00:00.010485,,,0.11603682403524533,,float,0.0011053422971636288,,,OCSVM,,0.0018286501684339242,COMPLETE
12,0.018832391713747645,2026-05-26 00:12:06.834631,2026-05-26 00:12:06.855327,0 days 00:00:00.020696,,,0.1602506766156625,,float,0.24251500783469307,,,OCSVM,,0.0011513672594312162,COMPLETE
13,0.011655011655011656,2026-05-26 00:12:06.855378,2026-05-26 00:12:06.864424,0 days 00:00:00.009046,,,0.19431113776060033,,float,0.0021348285471808775,,,OCSVM,,0.0010239737685590331,COMPLETE
14,0.007987220447284345,2026-05-26 00:12:06.864471,2026-05-26 00:12:06.916242,0 days 00:00:00.051771,,,0.08428564748930008,,float,0.060436897066554994,,,OCSVM,,0.025205610991902834,COMPLETE
15,0.0063532401524777635,2026-05-26 00:12:06.916297,2026-05-26 00:12:08.383825,0 days 00:00:01.467528,leaky_relu,128.0,0.11374980317121369,53.0,,,5.0,0.003228115625975186,AE,3.0,,COMPLETE
16,0.02976190476190476,2026-05-26 00:12:08.383903,2026-05-26 00:12:08.415599,0 days 00:00:00.031696,,,0.04241133282096748,,float,0.3453273520026702,,,OCSVM,,0.01152673677754924,COMPLETE
17,0.0,2026-05-26 00:12:08.415650,2026-05-26 00:12:08.774221,0 days 00:00:00.358571,,,0.04073078196150544,,scale,,,,OCSVM,,0.19696149296761742,COMPLETE
18,0.0,2026-05-26 00:12:08.774283,2026-05-26 00:12:11.704145,0 days 00:00:02.929862,leaky_relu,128.0,0.00240408583426636,95.0,,,10.0,0.0013753786411942848,VAE,2.0,,COMPLETE
19,0.01358695652173913,2026-05-26 00:12:11.704232,2026-05-26 00:12:12.214531,0 days 00:00:00.510299,elu,256.0,0.045047618191229634,44.0,,,8.0,0.0010726333234061898,AE,2.0,,COMPLETE
20,0.022123893805309734,2026-05-26 00:12:12.214613,2026-05-26 00:12:12.258741,0 days 00:00:00.044128,,,0.09085173727141116,,float,0.5666448068710724,,,OCSVM,,0.011416198491500145,COMPLETE
21,0.0077279752704791345,2026-05-26 00:12:12.258793,2026-05-26 00:12:12.294179,0 days 00:00:00.035386,,,0.0846314347075299,,float,0.6986828292496892,,,OCSVM,,0.010557329270626572,COMPLETE
22,0.01713796058269066,2026-05-26 00:12:12.294229,2026-05-26 00:12:12.326847,0 days 00:00:00.032618,,,0.17314166145390972,,float,0.25670313387501364,,,OCSVM,,0.013527288125693196,COMPLETE
23,0.0,2026-05-26 00:12:12.326907,2026-05-26 00:12:12.400512,0 days 00:00:00.073605,,,0.03706030205003719,,float,0.251726287409562,,,OCSVM,,0.03782641121002222,COMPLETE
24,0.0070028011204481795,2026-05-26 00:12:12.400565,2026-05-26 00:12:12.422309,0 days 00:00:00.021744,,,0.09781622130942072,,float,0.07473515648424536,,,OCSVM,,0.00829447615340509,COMPLETE
