number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0,2026-05-26 00:10:24.464954,2026-05-26 00:10:26.593447,0 days 00:00:02.128493,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.03225806451612903,2026-05-26 00:10:26.593527,2026-05-26 00:10:26.632494,0 days 00:00:00.038967,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.0,2026-05-26 00:10:26.632548,2026-05-26 00:10:26.641899,0 days 00:00:00.009351,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.014985014985014986,2026-05-26 00:10:26.641962,2026-05-26 00:10:27.722650,0 days 00:00:01.080688,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0,2026-05-26 00:10:27.722731,2026-05-26 00:10:27.828150,0 days 00:00:00.105419,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-26 00:10:27.828220,2026-05-26 00:10:27.870286,0 days 00:00:00.042066,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.011086474501108648,2026-05-26 00:10:27.870342,2026-05-26 00:10:27.886217,0 days 00:00:00.015875,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-26 00:10:27.886262,2026-05-26 00:10:29.058145,0 days 00:00:01.171883,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.0,2026-05-26 00:10:29.058228,2026-05-26 00:10:29.168403,0 days 00:00:00.110175,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.0,2026-05-26 00:10:29.168465,2026-05-26 00:10:29.386276,0 days 00:00:00.217811,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-26 00:10:29.386348,2026-05-26 00:10:29.455549,0 days 00:00:00.069201,,,0.0010322851929145003,,scale,,,,OCSVM,,0.026920216985938796,COMPLETE
11,0.005931198102016607,2026-05-26 00:10:29.455595,2026-05-26 00:10:30.405381,0 days 00:00:00.949786,elu,256.0,0.1226207363984716,55.0,,,12.0,0.002092225079177822,AE,3.0,,COMPLETE
12,0.0,2026-05-26 00:10:30.405464,2026-05-26 00:10:31.330846,0 days 00:00:00.925382,elu,256.0,0.004703806793500387,55.0,,,11.0,0.00010675407469221818,AE,3.0,,COMPLETE
13,0.012195121951219513,2026-05-26 00:10:31.330930,2026-05-26 00:10:32.784855,0 days 00:00:01.453925,leaky_relu,128.0,0.18460600451848233,72.0,,,5.0,0.0015431780199486173,AE,2.0,,COMPLETE
14,0.0,2026-05-26 00:10:32.784940,2026-05-26 00:10:33.581339,0 days 00:00:00.796399,elu,256.0,0.002320941585991178,45.0,,,13.0,0.00045831000276920774,AE,3.0,,COMPLETE
15,0.011494252873563218,2026-05-26 00:10:33.581419,2026-05-26 00:10:33.626489,0 days 00:00:00.045070,,,0.056482046882072846,,scale,,,,OCSVM,,0.011570174807466898,COMPLETE
16,0.0,2026-05-26 00:10:33.626541,2026-05-26 00:10:34.522336,0 days 00:00:00.895795,leaky_relu,256.0,0.009975388991705074,81.0,,,9.0,0.0051853999602662695,AE,2.0,,COMPLETE
17,0.0,2026-05-26 00:10:34.522417,2026-05-26 00:10:35.847192,0 days 00:00:01.324775,elu,128.0,0.002359292073818298,42.0,,,14.0,0.0002401481147845384,AE,3.0,,COMPLETE
18,0.0,2026-05-26 00:10:35.847275,2026-05-26 00:10:35.888971,0 days 00:00:00.041696,,,0.038578592442281574,,scale,,,,OCSVM,,0.001046974342802424,COMPLETE
19,0.0,2026-05-26 00:10:35.889021,2026-05-26 00:10:36.850469,0 days 00:00:00.961448,elu,512.0,0.01025152435495937,96.0,,,7.0,0.0008172008302522606,VAE,2.0,,COMPLETE
20,0.006265664160401002,2026-05-26 00:10:36.850550,2026-05-26 00:10:37.202905,0 days 00:00:00.352355,,,0.1192745108814264,,scale,,,,OCSVM,,0.1956247160882308,COMPLETE
21,0.004512635379061372,2026-05-26 00:10:37.202970,2026-05-26 00:10:38.640742,0 days 00:00:01.437772,leaky_relu,128.0,0.1663523638123235,72.0,,,4.0,0.0020515762784143765,AE,2.0,,COMPLETE
22,0.008045052292839904,2026-05-26 00:10:38.640826,2026-05-26 00:10:40.059086,0 days 00:00:01.418260,leaky_relu,128.0,0.19397046269058243,71.0,,,4.0,0.0015632368259953123,AE,2.0,,COMPLETE
23,0.00744047619047619,2026-05-26 00:10:40.059169,2026-05-26 00:10:41.339383,0 days 00:00:01.280214,leaky_relu,128.0,0.0994984647805715,63.0,,,8.0,0.003772137672526624,AE,2.0,,COMPLETE
24,0.017605633802816902,2026-05-26 00:10:41.339466,2026-05-26 00:10:42.629589,0 days 00:00:01.290123,leaky_relu,256.0,0.07808570898919923,86.0,,,6.0,0.000872084858504082,AE,3.0,,COMPLETE
