number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.2682926829268293,2026-05-26 00:11:48.145068,2026-05-26 00:11:51.227231,0 days 00:00:03.082163,tanh,128.0,0.02385234757844707,98.0,,,25.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.32934131736526945,2026-05-26 00:11:51.227311,2026-05-26 00:11:51.275838,0 days 00:00:00.048527,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.17746913580246915,2026-05-26 00:11:51.275887,2026-05-26 00:11:51.285446,0 days 00:00:00.009559,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.1293451899757478,2026-05-26 00:11:51.285492,2026-05-26 00:11:53.152239,0 days 00:00:01.866747,elu,256.0,0.15255065745117377,60.0,,,80.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.32670454545454547,2026-05-26 00:11:53.152321,2026-05-26 00:11:53.328798,0 days 00:00:00.176477,tanh,512.0,0.01811326544803337,27.0,,,94.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.36423841059602646,2026-05-26 00:11:53.328886,2026-05-26 00:11:53.376768,0 days 00:00:00.047882,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.19448946515397084,2026-05-26 00:11:53.376819,2026-05-26 00:11:53.436824,0 days 00:00:00.060005,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.2568493150684932,2026-05-26 00:11:53.436880,2026-05-26 00:11:55.657296,0 days 00:00:02.220416,relu,256.0,0.006680983417211186,79.0,,,85.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.3159340659340659,2026-05-26 00:11:55.657375,2026-05-26 00:11:55.788274,0 days 00:00:00.130899,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.26558891454965355,2026-05-26 00:11:55.788338,2026-05-26 00:11:56.222485,0 days 00:00:00.434147,relu,512.0,0.029133955052801898,26.0,,,55.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.07662835249042145,2026-05-26 00:11:56.222565,2026-05-26 00:11:56.297452,0 days 00:00:00.074887,,,0.0014512493598463222,,scale,,,,OCSVM,,0.025971706863207364,COMPLETE
11,0.3767123287671233,2026-05-26 00:11:56.297508,2026-05-26 00:11:56.347844,0 days 00:00:00.050336,,,0.004915963769370817,,scale,,,,OCSVM,,0.006445459956128235,COMPLETE
12,0.3202846975088968,2026-05-26 00:11:56.347894,2026-05-26 00:11:56.401152,0 days 00:00:00.053258,,,0.003409516149612066,,scale,,,,OCSVM,,0.009784585477597547,COMPLETE
13,0.30357142857142855,2026-05-26 00:11:56.401206,2026-05-26 00:11:56.452746,0 days 00:00:00.051540,,,0.003338564498306404,,scale,,,,OCSVM,,0.001424283405584858,COMPLETE
14,0.01937984496124031,2026-05-26 00:11:56.452788,2026-05-26 00:11:56.506032,0 days 00:00:00.053244,,,0.0010793928799714397,,scale,,,,OCSVM,,0.01249527370988267,COMPLETE
15,0.01773049645390071,2026-05-26 00:11:56.506076,2026-05-26 00:11:58.222988,0 days 00:00:01.716912,leaky_relu,128.0,0.003816792407609357,52.0,,,18.0,0.0032095843081439003,AE,3.0,,COMPLETE
16,0.36303630363036304,2026-05-26 00:11:58.223067,2026-05-26 00:11:58.657313,0 days 00:00:00.434246,,,0.007626461916717541,,scale,,,,OCSVM,,0.19932553932270766,COMPLETE
17,0.019305019305019305,2026-05-26 00:11:58.657385,2026-05-26 00:11:58.709433,0 days 00:00:00.052048,,,0.001827322168818243,,scale,,,,OCSVM,,0.005747182903680878,COMPLETE
18,0.32362459546925565,2026-05-26 00:11:58.709482,2026-05-26 00:11:59.547066,0 days 00:00:00.837584,leaky_relu,512.0,0.00519682006259498,96.0,,,47.0,0.0011541122764556343,AE,2.0,,COMPLETE
19,0.31456953642384106,2026-05-26 00:11:59.547147,2026-05-26 00:12:00.932163,0 days 00:00:01.385016,elu,256.0,0.009534416580795329,44.0,,,60.0,0.001438669634454045,VAE,2.0,,COMPLETE
20,0.13157894736842105,2026-05-26 00:12:00.932244,2026-05-26 00:12:00.984123,0 days 00:00:00.051879,,,0.002589077661535213,,scale,,,,OCSVM,,0.0010254326881299406,COMPLETE
21,0.35384615384615387,2026-05-26 00:12:00.984179,2026-05-26 00:12:01.179297,0 days 00:00:00.195118,,,0.01071965980760778,,scale,,,,OCSVM,,0.08592138928634445,COMPLETE
22,0.3583617747440273,2026-05-26 00:12:01.179353,2026-05-26 00:12:01.488208,0 days 00:00:00.308855,,,0.00610825295087251,,scale,,,,OCSVM,,0.14842842349027247,COMPLETE
23,0.38461538461538464,2026-05-26 00:12:01.488270,2026-05-26 00:12:01.564321,0 days 00:00:00.076051,,,0.006834834613246447,,scale,,,,OCSVM,,0.02885403003893278,COMPLETE
24,0.33724340175953077,2026-05-26 00:12:01.564368,2026-05-26 00:12:01.633807,0 days 00:00:00.069439,,,0.014345024292114391,,scale,,,,OCSVM,,0.02527689608817051,COMPLETE
