number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0,2026-05-26 00:08:11.981350,2026-05-26 00:08:14.214079,0 days 00:00:02.232729,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.0,2026-05-26 00:08:14.214159,2026-05-26 00:08:14.236731,0 days 00:00:00.022572,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.0,2026-05-26 00:08:14.236794,2026-05-26 00:08:14.245134,0 days 00:00:00.008340,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.02420135527589545,2026-05-26 00:08:14.245187,2026-05-26 00:08:15.380867,0 days 00:00:01.135680,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0,2026-05-26 00:08:15.380948,2026-05-26 00:08:15.487675,0 days 00:00:00.106727,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-26 00:08:15.487754,2026-05-26 00:08:15.509770,0 days 00:00:00.022016,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.0,2026-05-26 00:08:15.509825,2026-05-26 00:08:15.524225,0 days 00:00:00.014400,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-26 00:08:15.524273,2026-05-26 00:08:16.703514,0 days 00:00:01.179241,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.0,2026-05-26 00:08:16.703594,2026-05-26 00:08:16.806488,0 days 00:00:00.102894,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.0,2026-05-26 00:08:16.806539,2026-05-26 00:08:17.019186,0 days 00:00:00.212647,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-26 00:08:17.019265,2026-05-26 00:08:17.967167,0 days 00:00:00.947902,elu,256.0,0.0010322851929145003,54.0,,,12.0,0.0024015639024822476,AE,3.0,,COMPLETE
11,0.022779043280182234,2026-05-26 00:08:17.967248,2026-05-26 00:08:21.707396,0 days 00:00:03.740148,elu,128.0,0.19636716167443305,100.0,,,4.0,0.0001169558442567087,VAE,3.0,,COMPLETE
12,0.02242152466367713,2026-05-26 00:08:21.707478,2026-05-26 00:08:23.442400,0 days 00:00:01.734922,elu,128.0,0.19895346387822435,61.0,,,4.0,0.00010348533987754031,AE,3.0,,COMPLETE
13,0.01775147928994083,2026-05-26 00:08:23.442485,2026-05-26 00:08:25.188498,0 days 00:00:01.746013,leaky_relu,128.0,0.1946933735152121,62.0,,,9.0,0.00030819776908160967,AE,3.0,,COMPLETE
14,0.009208103130755065,2026-05-26 00:08:25.188580,2026-05-26 00:08:27.113926,0 days 00:00:01.925346,elu,256.0,0.08751584646398299,100.0,,,13.0,0.0010731923017293051,VAE,2.0,,COMPLETE
15,0.017064846416382253,2026-05-26 00:08:27.114012,2026-05-26 00:08:28.102575,0 days 00:00:00.988563,elu,128.0,0.10124417019740607,46.0,,,7.0,0.00017177570847522807,AE,2.0,,COMPLETE
16,0.0,2026-05-26 00:08:28.102659,2026-05-26 00:08:29.901013,0 days 00:00:01.798354,elu,256.0,0.002359292073818298,79.0,,,13.0,0.0007325645139958211,VAE,3.0,,COMPLETE
17,0.1724137931034483,2026-05-26 00:08:29.901096,2026-05-26 00:08:32.170214,0 days 00:00:02.269118,leaky_relu,128.0,0.04292450468754384,78.0,,,4.0,0.00021512006275982532,VAE,2.0,,COMPLETE
18,0.03663003663003663,2026-05-26 00:08:32.170299,2026-05-26 00:08:33.044936,0 days 00:00:00.874637,leaky_relu,256.0,0.04048435154447239,78.0,,,7.0,0.0010316978220772084,AE,2.0,,COMPLETE
19,0.01557632398753894,2026-05-26 00:08:33.045014,2026-05-26 00:08:33.543458,0 days 00:00:00.498444,leaky_relu,512.0,0.04225845515052001,78.0,,,7.0,0.0020515762784143765,AE,2.0,,COMPLETE
20,0.058823529411764705,2026-05-26 00:08:33.543538,2026-05-26 00:08:36.054150,0 days 00:00:02.510612,leaky_relu,128.0,0.036993210164311216,84.0,,,6.0,0.0015632368259953123,VAE,2.0,,COMPLETE
21,0.058823529411764705,2026-05-26 00:08:36.054233,2026-05-26 00:08:38.632986,0 days 00:00:02.578753,leaky_relu,128.0,0.03863510898834017,86.0,,,6.0,0.0016284308471291708,VAE,2.0,,COMPLETE
22,0.0,2026-05-26 00:08:38.633070,2026-05-26 00:08:41.189688,0 days 00:00:02.556618,leaky_relu,128.0,0.011314234460906888,88.0,,,5.0,0.0024125638612969937,VAE,2.0,,COMPLETE
23,0.06872852233676977,2026-05-26 00:08:41.189770,2026-05-26 00:08:43.402560,0 days 00:00:02.212790,leaky_relu,128.0,0.036589417060071266,73.0,,,9.0,0.0040256170537394526,VAE,2.0,,COMPLETE
24,0.04854368932038835,2026-05-26 00:08:43.402643,2026-05-26 00:08:45.514351,0 days 00:00:02.111708,leaky_relu,128.0,0.05760450999695961,70.0,,,9.0,0.003723758178681548,VAE,2.0,,COMPLETE
