number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.16581632653061223,2026-05-26 00:15:59.403857,2026-05-26 00:16:02.634133,0 days 00:00:03.230276,tanh,128.0,0.02385234757844707,98.0,,,25.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.19672131147540983,2026-05-26 00:16:02.634212,2026-05-26 00:16:02.681354,0 days 00:00:00.047142,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.10603588907014681,2026-05-26 00:16:02.681415,2026-05-26 00:16:02.693535,0 days 00:00:00.012120,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.09387755102040816,2026-05-26 00:16:02.693596,2026-05-26 00:16:04.545198,0 days 00:00:01.851602,elu,256.0,0.15255065745117377,60.0,,,80.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.17142857142857143,2026-05-26 00:16:04.545280,2026-05-26 00:16:04.719041,0 days 00:00:00.173761,tanh,512.0,0.01811326544803337,27.0,,,94.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.17921146953405018,2026-05-26 00:16:04.719118,2026-05-26 00:16:04.764464,0 days 00:00:00.045346,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.11589403973509933,2026-05-26 00:16:04.764509,2026-05-26 00:16:04.819434,0 days 00:00:00.054925,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.17482517482517482,2026-05-26 00:16:04.819494,2026-05-26 00:16:07.052532,0 days 00:00:02.233038,relu,256.0,0.006680983417211186,79.0,,,85.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.16620498614958448,2026-05-26 00:16:07.052613,2026-05-26 00:16:07.186510,0 days 00:00:00.133897,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.13953488372093023,2026-05-26 00:16:07.186576,2026-05-26 00:16:07.625686,0 days 00:00:00.439110,relu,512.0,0.029133955052801898,26.0,,,55.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.058823529411764705,2026-05-26 00:16:07.625762,2026-05-26 00:16:07.702703,0 days 00:00:00.076941,,,0.0010322851929145003,,scale,,,,OCSVM,,0.026920216985938796,COMPLETE
11,0.18315018315018314,2026-05-26 00:16:07.702767,2026-05-26 00:16:07.753094,0 days 00:00:00.050327,,,0.004915963769370817,,scale,,,,OCSVM,,0.006445459956128235,COMPLETE
12,0.13358778625954199,2026-05-26 00:16:07.753153,2026-05-26 00:16:07.804331,0 days 00:00:00.051178,,,0.002544809257216888,,scale,,,,OCSVM,,0.009784585477597547,COMPLETE
13,0.2,2026-05-26 00:16:07.804390,2026-05-26 00:16:07.853679,0 days 00:00:00.049289,,,0.005897467395685554,,scale,,,,OCSVM,,0.012238525827319158,COMPLETE
14,0.13409961685823754,2026-05-26 00:16:07.853740,2026-05-26 00:16:07.899556,0 days 00:00:00.045816,,,0.002545324883607433,,scale,,,,OCSVM,,0.0010748733999513408,COMPLETE
15,0.15625,2026-05-26 00:16:07.899606,2026-05-26 00:16:09.646616,0 days 00:00:01.747010,leaky_relu,128.0,0.011749204652460425,52.0,,,18.0,0.0032095843081439003,AE,3.0,,COMPLETE
16,0.13358778625954199,2026-05-26 00:16:09.646695,2026-05-26 00:16:10.062809,0 days 00:00:00.416114,,,0.002847549474895371,,scale,,,,OCSVM,,0.19932553932270766,COMPLETE
17,0.1986754966887417,2026-05-26 00:16:10.062867,2026-05-26 00:16:10.116557,0 days 00:00:00.053690,,,0.010950161950588238,,scale,,,,OCSVM,,0.01722558325846599,COMPLETE
18,0.03937007874015748,2026-05-26 00:16:10.116602,2026-05-26 00:16:10.989685,0 days 00:00:00.873083,leaky_relu,512.0,0.0013230778689325815,96.0,,,47.0,0.0011541122764556343,AE,2.0,,COMPLETE
19,0.15592515592515593,2026-05-26 00:16:10.989769,2026-05-26 00:16:12.375094,0 days 00:00:01.385325,elu,256.0,0.03857310587387343,44.0,,,60.0,0.001438669634454045,VAE,2.0,,COMPLETE
20,0.2029520295202952,2026-05-26 00:16:12.375181,2026-05-26 00:16:12.445769,0 days 00:00:00.070588,,,0.004427528522431395,,scale,,,,OCSVM,,0.023096505124587774,COMPLETE
21,0.2037037037037037,2026-05-26 00:16:12.445822,2026-05-26 00:16:12.510690,0 days 00:00:00.064868,,,0.0041783732554263806,,scale,,,,OCSVM,,0.02254504156079139,COMPLETE
22,0.18518518518518517,2026-05-26 00:16:12.510741,2026-05-26 00:16:12.600516,0 days 00:00:00.089775,,,0.004484155604728923,,scale,,,,OCSVM,,0.03699120620353855,COMPLETE
23,0.09652509652509653,2026-05-26 00:16:12.600563,2026-05-26 00:16:12.747235,0 days 00:00:00.146672,,,0.0016137277415541244,,scale,,,,OCSVM,,0.06657124689476007,COMPLETE
24,0.16981132075471697,2026-05-26 00:16:12.747295,2026-05-26 00:16:12.797880,0 days 00:00:00.050585,,,0.003746225454233727,,scale,,,,OCSVM,,0.013959530399041785,COMPLETE
