number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.046296296296296294,2026-05-26 00:09:31.155412,2026-05-26 00:09:33.383511,0 days 00:00:02.228099,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.10416666666666667,2026-05-26 00:09:33.383593,2026-05-26 00:09:33.416144,0 days 00:00:00.032551,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.04484304932735426,2026-05-26 00:09:33.416211,2026-05-26 00:09:33.425766,0 days 00:00:00.009555,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.03493013972055888,2026-05-26 00:09:33.425827,2026-05-26 00:09:34.539693,0 days 00:00:01.113866,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.10050251256281408,2026-05-26 00:09:34.539772,2026-05-26 00:09:34.650973,0 days 00:00:00.111201,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.12605042016806722,2026-05-26 00:09:34.651054,2026-05-26 00:09:34.676170,0 days 00:00:00.025116,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.0585480093676815,2026-05-26 00:09:34.676230,2026-05-26 00:09:34.686143,0 days 00:00:00.009913,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.03875968992248062,2026-05-26 00:09:34.686191,2026-05-26 00:09:35.861003,0 days 00:00:01.174812,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.08196721311475409,2026-05-26 00:09:35.861082,2026-05-26 00:09:35.967627,0 days 00:00:00.106545,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.08333333333333333,2026-05-26 00:09:35.967696,2026-05-26 00:09:36.186298,0 days 00:00:00.218602,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.15625,2026-05-26 00:09:36.186382,2026-05-26 00:09:36.248961,0 days 00:00:00.062579,,,0.0014512493598463222,,scale,,,,OCSVM,,0.025971706863207364,COMPLETE
11,0.15625,2026-05-26 00:09:36.249019,2026-05-26 00:09:36.317661,0 days 00:00:00.068642,,,0.0012277440743282356,,scale,,,,OCSVM,,0.02806056271395425,COMPLETE
12,0.15789473684210525,2026-05-26 00:09:36.317724,2026-05-26 00:09:36.389506,0 days 00:00:00.071782,,,0.0010216264543353166,,scale,,,,OCSVM,,0.03375746637415966,COMPLETE
13,0.15789473684210525,2026-05-26 00:09:36.389556,2026-05-26 00:09:36.704567,0 days 00:00:00.315011,,,0.0011575820632229999,,scale,,,,OCSVM,,0.1816400621717563,COMPLETE
14,0.14285714285714285,2026-05-26 00:09:36.704628,2026-05-26 00:09:36.978201,0 days 00:00:00.273573,,,0.0031716673470678675,,scale,,,,OCSVM,,0.1591663215257319,COMPLETE
15,0.0,2026-05-26 00:09:36.978263,2026-05-26 00:09:38.412794,0 days 00:00:01.434531,leaky_relu,128.0,0.0026804331164108496,52.0,,,5.0,0.0032095843081439003,AE,3.0,,COMPLETE
16,0.15789473684210525,2026-05-26 00:09:38.412875,2026-05-26 00:09:38.771116,0 days 00:00:00.358241,,,0.001008341380768524,,scale,,,,OCSVM,,0.19932553932270766,COMPLETE
17,0.1485148514851485,2026-05-26 00:09:38.771176,2026-05-26 00:09:38.901239,0 days 00:00:00.130063,,,0.002683494625232265,,scale,,,,OCSVM,,0.07157044552441322,COMPLETE
18,0.16129032258064516,2026-05-26 00:09:38.901297,2026-05-26 00:09:39.484550,0 days 00:00:00.583253,leaky_relu,512.0,0.0019480959691730259,96.0,,,9.0,0.0011541122764556343,AE,2.0,,COMPLETE
19,0.047619047619047616,2026-05-26 00:09:39.484631,2026-05-26 00:09:40.126266,0 days 00:00:00.641635,leaky_relu,512.0,0.004492859565076059,99.0,,,10.0,0.0014492358993124668,AE,2.0,,COMPLETE
20,0.04950495049504951,2026-05-26 00:09:40.126349,2026-05-26 00:09:40.597020,0 days 00:00:00.470671,leaky_relu,512.0,0.002035879356344996,78.0,,,8.0,0.0009248240571905164,AE,2.0,,COMPLETE
21,0.15151515151515152,2026-05-26 00:09:40.597099,2026-05-26 00:09:41.145108,0 days 00:00:00.548009,elu,512.0,0.0016754687925778383,76.0,,,12.0,0.001111227169289107,AE,2.0,,COMPLETE
22,0.056179775280898875,2026-05-26 00:09:41.145190,2026-05-26 00:09:41.841589,0 days 00:00:00.696399,leaky_relu,256.0,0.004369810171155597,46.0,,,8.0,0.0031854457874846732,AE,3.0,,COMPLETE
23,0.15789473684210525,2026-05-26 00:09:41.841678,2026-05-26 00:09:44.588449,0 days 00:00:02.746771,leaky_relu,128.0,0.001085874063897871,86.0,,,12.0,0.009200854762089655,VAE,2.0,,COMPLETE
24,0.14285714285714285,2026-05-26 00:09:44.588530,2026-05-26 00:09:44.621256,0 days 00:00:00.032726,,,0.0021514407898342545,,scale,,,,OCSVM,,0.011670439179600846,COMPLETE
