number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_tol,state
0,0.11450381679389313,2026-04-28 10:44:10.854641,2026-04-28 10:44:10.877688,0 days 00:00:00.023047,,0.002285325525633921,71.0,,LOF,,,10.0,,COMPLETE
1,0.0,2026-04-28 10:44:10.877876,2026-04-28 10:44:10.886886,0 days 00:00:00.009010,,0.0030803400529839683,,,COPOD,,,,,COMPLETE
2,0.0,2026-04-28 10:44:10.887037,2026-04-28 10:44:10.895756,0 days 00:00:00.008719,,0.004678719265016202,,,COPOD,,,,,COMPLETE
3,0.03720238095238095,2026-04-28 10:44:10.895921,2026-04-28 10:44:11.138875,0 days 00:00:00.242954,,0.06407866261851013,,0.6599641068895281,IForest,,80.0,,,COMPLETE
4,0.04363001745200698,2026-04-28 10:44:11.139086,2026-04-28 10:44:11.144428,0 days 00:00:00.005342,0.40611470057706595,0.15255065745117377,,,HBOS,49.0,,,0.30892170379736505,COMPLETE
5,0.0,2026-04-28 10:44:11.144594,2026-04-28 10:44:11.216328,0 days 00:00:00.071734,,0.0011998556988857205,28.0,,LOF,,,92.0,,COMPLETE
6,0.05529225908372828,2026-04-28 10:44:11.216526,2026-04-28 10:44:11.675999,0 days 00:00:00.459473,,0.17023282716867383,,0.9576492590949324,IForest,,167.0,,,COMPLETE
7,0.0,2026-04-28 10:44:11.676207,2026-04-28 10:44:11.681322,0 days 00:00:00.005115,0.2004518719478462,0.0012707770074499693,,,HBOS,19.0,,,0.28064667700781154,COMPLETE
8,0.05625879043600562,2026-04-28 10:44:11.681483,2026-04-28 10:44:11.861077,0 days 00:00:00.179594,,0.07012604000905368,,0.990820855620362,IForest,,61.0,,,COMPLETE
9,0.03690036900369004,2026-04-28 10:44:11.861290,2026-04-28 10:44:11.870274,0 days 00:00:00.008984,,0.04758470274910409,,,COPOD,,,,,COMPLETE
10,0.41420118343195267,2026-04-28 10:44:11.870445,2026-04-28 10:44:11.895099,0 days 00:00:00.024654,,0.012278360049275504,77.0,,LOF,,,5.0,,COMPLETE
11,0.37604456824512533,2026-04-28 10:44:11.895290,2026-04-28 10:44:11.920429,0 days 00:00:00.025139,,0.012863636468880696,79.0,,LOF,,,6.0,,COMPLETE
12,0.0,2026-04-28 10:44:11.920633,2026-04-28 10:44:11.931207,0 days 00:00:00.010574,,0.011334291779669579,,,ECOD,,,,,COMPLETE
13,0.37604456824512533,2026-04-28 10:44:11.931410,2026-04-28 10:44:11.956625,0 days 00:00:00.025215,,0.014760471569989502,80.0,,LOF,,,6.0,,COMPLETE
14,0.25914634146341464,2026-04-28 10:44:11.956840,2026-04-28 10:44:11.998466,0 days 00:00:00.041626,,0.014489188468155959,57.0,,LOF,,,30.0,,COMPLETE
15,0.13011152416356878,2026-04-28 10:44:11.998666,2026-04-28 10:44:12.054042,0 days 00:00:00.055376,,0.007795893358622733,80.0,,LOF,,,52.0,,COMPLETE
16,0.023255813953488372,2026-04-28 10:44:12.054258,2026-04-28 10:44:12.068116,0 days 00:00:00.013858,,0.027513092673650832,,,ECOD,,,,,COMPLETE
17,0.2857142857142857,2026-04-28 10:44:12.068323,2026-04-28 10:44:12.103923,0 days 00:00:00.035600,,0.03311073725242975,55.0,,LOF,,,29.0,,COMPLETE
18,0.2922077922077922,2026-04-28 10:44:12.104157,2026-04-28 10:44:12.126889,0 days 00:00:00.022732,,0.006674619025368454,17.0,,LOF,,,5.0,,COMPLETE
19,0.28150134048257375,2026-04-28 10:44:12.127106,2026-04-28 10:44:12.167482,0 days 00:00:00.040376,,0.023408245885828113,64.0,,LOF,,,34.0,,COMPLETE
20,0.0,2026-04-28 10:44:12.167700,2026-04-28 10:44:12.177934,0 days 00:00:00.010234,,0.00429044326441149,,,ECOD,,,,,COMPLETE
21,0.3609625668449198,2026-04-28 10:44:12.178116,2026-04-28 10:44:12.204850,0 days 00:00:00.026734,,0.01580608352107629,80.0,,LOF,,,8.0,,COMPLETE
22,0.22875816993464052,2026-04-28 10:44:12.205127,2026-04-28 10:44:12.235756,0 days 00:00:00.030629,,0.008324680742057614,80.0,,LOF,,,15.0,,COMPLETE
23,0.32345013477088946,2026-04-28 10:44:12.235949,2026-04-28 10:44:12.269235,0 days 00:00:00.033286,,0.017814926613681847,69.0,,LOF,,,21.0,,COMPLETE
24,0.0,2026-04-28 10:44:12.269464,2026-04-28 10:44:12.345486,0 days 00:00:00.076022,,0.010895638656863459,70.0,,LOF,,,84.0,,COMPLETE
