time,city_id,target_column,model_name,y_value,original_value,is_synthetic,shift_pct,y_true,y_pred,label,anomaly_score,anomaly_prob,score_percentile,threshold_score,contamination,best_obj_f2,param_n_neighbors,param_leaf_size,param_n_bins,param_alpha,param_tol
2024-01-08 22:00:00,amsterdam,temperature_2m,LOF,-2.4,,False,0.0,0,1,FP,45936956.714914,0.333333,99.82,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-09 04:00:00,amsterdam,temperature_2m,LOF,-3.4,,False,0.0,0,1,FP,86404420.564551,0.626978,99.95,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-09 20:00:00,amsterdam,temperature_2m,LOF,-2.4,,False,0.0,0,1,FP,45936956.714914,0.333333,99.82,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-10 01:00:00,amsterdam,temperature_2m,LOF,-3.7,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-10 04:00:00,amsterdam,temperature_2m,LOF,-3.7,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-10 05:00:00,amsterdam,temperature_2m,LOF,-3.9,,False,0.0,0,1,FP,89937219.456108,0.652613,99.96,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-10 06:00:00,amsterdam,temperature_2m,LOF,-3.9,,False,0.0,0,1,FP,89937219.456108,0.652613,99.96,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-10 20:00:00,amsterdam,temperature_2m,LOF,-2.9,,False,0.0,0,1,FP,68905434.572371,0.5,99.93,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-17 07:00:00,amsterdam,temperature_2m,LOF,-2.4,,False,0.0,0,1,FP,45936956.714914,0.333333,99.82,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-18 01:00:00,amsterdam,temperature_2m,LOF,-3.4,,False,0.0,0,1,FP,86404420.564551,0.626978,99.95,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-18 09:00:00,amsterdam,temperature_2m,LOF,-3.7,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-18 10:00:00,amsterdam,temperature_2m,LOF,-3.1,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-01-18 18:00:00,amsterdam,temperature_2m,LOF,-2.9,,False,0.0,0,1,FP,68905434.572371,0.5,99.93,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-06-25 15:00:00,amsterdam,temperature_2m,LOF,25.8,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-06-26 12:00:00,amsterdam,temperature_2m,LOF,25.8,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-07-19 12:00:00,amsterdam,temperature_2m,LOF,25.8,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-07-20 11:00:00,amsterdam,temperature_2m,LOF,25.7,,False,0.0,0,1,FP,91873912.429826,0.666667,99.99,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-08-02 19:00:00,amsterdam,temperature_2m,LOF,23.3,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-08-06 11:00:00,amsterdam,temperature_2m,LOF,23.3,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-08-11 16:00:00,amsterdam,temperature_2m,LOF,25.8,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-08-11 17:00:00,amsterdam,temperature_2m,LOF,25.8,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-08-13 12:00:00,amsterdam,temperature_2m,LOF,25.7,,False,0.0,0,1,FP,91873912.429826,0.666667,99.99,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-08-15 13:00:00,amsterdam,temperature_2m,LOF,23.3,,False,0.0,0,1,FP,45936956.714913,0.333333,99.74,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
2024-08-28 19:00:00,amsterdam,temperature_2m,LOF,26.1,,False,0.0,0,1,FP,22968478.857457,0.166667,99.57,1.00474,0.007739430513081453,0.795455,7.0,11.0,,,
