number,value,datetime_start,datetime_complete,duration,params_alpha,params_contamination,params_leaf_size,params_max_samples,params_model,params_n_bins,params_n_estimators,params_n_neighbors,params_tol,state
0,0.0,2026-04-28 11:13:05.684875,2026-04-28 11:13:05.707799,0 days 00:00:00.022924,,0.002285325525633921,71.0,,LOF,,,10.0,,COMPLETE
1,0.22900763358778625,2026-04-28 11:13:05.707982,2026-04-28 11:13:05.716323,0 days 00:00:00.008341,,0.0030803400529839683,,,COPOD,,,,,COMPLETE
2,0.22058823529411764,2026-04-28 11:13:05.716445,2026-04-28 11:13:05.724766,0 days 00:00:00.008321,,0.004678719265016202,,,COPOD,,,,,COMPLETE
3,0.14074074074074075,2026-04-28 11:13:05.724903,2026-04-28 11:13:05.940076,0 days 00:00:00.215173,,0.06407866261851013,,0.6599641068895281,IForest,,80.0,,,COMPLETE
4,0.10510510510510511,2026-04-28 11:13:05.940261,2026-04-28 11:13:05.945878,0 days 00:00:00.005617,0.40611470057706595,0.15255065745117377,,,HBOS,49.0,,,0.30892170379736505,COMPLETE
5,0.12,2026-04-28 11:13:05.946094,2026-04-28 11:13:06.018430,0 days 00:00:00.072336,,0.0011998556988857205,28.0,,LOF,,,92.0,,COMPLETE
6,0.09818731117824774,2026-04-28 11:13:06.018729,2026-04-28 11:13:06.433114,0 days 00:00:00.414385,,0.17023282716867383,,0.9576492590949324,IForest,,167.0,,,COMPLETE
7,0.234375,2026-04-28 11:13:06.433297,2026-04-28 11:13:06.438327,0 days 00:00:00.005030,0.2004518719478462,0.0012707770074499693,,,HBOS,19.0,,,0.28064667700781154,COMPLETE
8,0.1317614424410541,2026-04-28 11:13:06.438461,2026-04-28 11:13:06.604356,0 days 00:00:00.165895,,0.07012604000905368,,0.990820855620362,IForest,,61.0,,,COMPLETE
9,0.1752767527675277,2026-04-28 11:13:06.604554,2026-04-28 11:13:06.613560,0 days 00:00:00.009006,,0.04758470274910409,,,COPOD,,,,,COMPLETE
10,0.2951388888888889,2026-04-28 11:13:06.613726,2026-04-28 11:13:06.623632,0 days 00:00:00.009906,0.06882200830208379,0.012278360049275504,,,HBOS,9.0,,,0.06823524276660511,COMPLETE
11,0.31954887218045114,2026-04-28 11:13:06.623810,2026-04-28 11:13:06.633208,0 days 00:00:00.009398,0.05005604936605759,0.011695189205956988,,,HBOS,8.0,,,0.05324023666780866,COMPLETE
12,0.3076923076923077,2026-04-28 11:13:06.633375,2026-04-28 11:13:06.642941,0 days 00:00:00.009566,0.027335282201789195,0.013083800167748908,,,HBOS,6.0,,,0.06397379356817072,COMPLETE
13,0.25757575757575757,2026-04-28 11:13:06.643122,2026-04-28 11:13:06.653971,0 days 00:00:00.010849,,0.013471510341000598,,,ECOD,,,,,COMPLETE
14,0.28957528957528955,2026-04-28 11:13:06.654136,2026-04-28 11:13:06.663871,0 days 00:00:00.009735,0.041709653961532395,0.007202354416257253,,,HBOS,5.0,,,0.7974806689099285,COMPLETE
15,0.2786377708978328,2026-04-28 11:13:06.664038,2026-04-28 11:13:06.674208,0 days 00:00:00.010170,0.026457083617891286,0.02791226832916167,,,HBOS,23.0,,,0.05496072076262733,COMPLETE
16,0.24675324675324675,2026-04-28 11:13:06.674428,2026-04-28 11:13:06.685095,0 days 00:00:00.010667,,0.022703014104667418,,,ECOD,,,,,COMPLETE
17,0.28957528957528955,2026-04-28 11:13:06.685279,2026-04-28 11:13:06.695781,0 days 00:00:00.010502,0.19783431537650595,0.007525647231382713,,,HBOS,5.0,,,0.25502857302490994,COMPLETE
18,0.2540106951871658,2026-04-28 11:13:06.695974,2026-04-28 11:13:06.706730,0 days 00:00:00.010756,0.13532963683114058,0.022858760536492995,,,HBOS,38.0,,,0.6508362995173806,COMPLETE
19,0.3003533568904594,2026-04-28 11:13:06.706923,2026-04-28 11:13:06.717178,0 days 00:00:00.010255,0.3143555198603535,0.008281232284409199,,,HBOS,16.0,,,0.4987877225903462,COMPLETE
20,0.012285012285012284,2026-04-28 11:13:06.717374,2026-04-28 11:13:06.768933,0 days 00:00:00.051559,,0.036126449192315876,10.0,,LOF,,,54.0,,COMPLETE
21,0.31954887218045114,2026-04-28 11:13:06.769145,2026-04-28 11:13:06.779790,0 days 00:00:00.010645,0.33213826957325193,0.008449734470297449,,,HBOS,14.0,,,0.5151274760891886,COMPLETE
22,0.32567049808429116,2026-04-28 11:13:06.779972,2026-04-28 11:13:06.790332,0 days 00:00:00.010360,0.30247112156740275,0.004340451694941554,,,HBOS,13.0,,,0.4963080494007134,COMPLETE
23,0.3076923076923077,2026-04-28 11:13:06.790513,2026-04-28 11:13:06.800614,0 days 00:00:00.010101,0.3178313262986769,0.003085097139577442,,,HBOS,12.0,,,0.48489663926229437,COMPLETE
24,0.32196969696969696,2026-04-28 11:13:06.800811,2026-04-28 11:13:06.811604,0 days 00:00:00.010793,0.4151969342753583,0.005700292993996004,,,HBOS,27.0,,,0.633122108723532,COMPLETE
